timestamp,value,anomaly_score,sustained_anomaly,temp_mean_c,temp_max_c,temp_min_c,temp_std_c,temp_excess,temp_deficit,violation,violation_count,time_above_threshold,temp_recovery_rate,humidity_mean,door_open_count,fill_ratio,vibration_index,rf_risk,rf_probability,final_risk
1704071700,4.979647016787954,8.825124e-06,0,5.147283376575662,5.224030555849379,4.979647016787954,0.08875160416194389,0.0,0.0,0,0.0,0.0,-0.028114376462048618,85,0,0.6,0,0,0.2833333333333333,NO
1704072000,4.929005460771233,8.8281395e-06,0,5.121983469001867,5.224030555849379,4.929005460771233,0.11102074957223865,0.0,0.0,0,0.0,0.0,-0.05064155601672127,85,0,0.6,0,0,0.2866666666666667,NO
1704072300,4.944717827400996,8.8079305e-06,0,5.094417624445284,5.224030555849379,4.929005460771233,0.1178858522654383,0.0,0.0,0,0.0,0.0,0.015712366629763608,85,0,0.6,0,0,0.2683333333333333,NO
1704072600,4.899316623624936,8.851185e-06,0,5.06465903144077,5.224030555849379,4.899316623624936,0.12639407893390153,0.0,0.0,0,0.0,0.0,-0.04540120377606005,85,0,0.6,0,0,0.28833333333333333,NO
1704072900,4.828701438558171,8.949725e-06,0,5.025126119711649,5.200859671208756,4.828701438558171,0.13267644874101495,0.0,0.0,0,0.0,0.0,-0.07061518506676556,85,0,0.6,0,0,0.2866666666666667,NO
1704073200,4.901983877004248,8.910756e-06,0,4.995238540291198,5.189671297108544,4.828701438558171,0.12191819535875865,0.0,0.0,0,0.0,0.0,0.07328243844607751,85,0,0.6,0,0,0.25666666666666665,NO
1704073500,4.890695061979922,8.934252e-06,0,4.966550728136166,5.189671297108544,4.828701438558171,0.10709804869356011,0.0,0.0,0,0.0,0.0,-0.01128881502432666,85,0,0.6,0,0,0.2866666666666667,NO
1704073800,4.894071472214318,8.953303e-06,0,4.936990745646744,5.094007284875654,4.828701438558171,0.07450761101941916,0.0,0.0,0,0.0,0.0,0.0033764102343960545,85,0,0.6,0,0,0.2816666666666667,NO
1704074100,4.822834062903645,9.049268e-06,0,4.909873423449543,5.007761393250003,4.822834062903645,0.058676627838427954,0.0,0.0,0,0.0,0.0,-0.07123740931067246,85,0,0.6,0,0,0.2916666666666667,NO
1704074400,4.795614926677386,9.15345e-06,0,4.888658776792281,4.979647016787954,4.795614926677386,0.05769542348060361,0.0,0.0,0,0.0,0.0,-0.027219136226259266,85,0,0.6,0,0,0.2916666666666667,NO
1704074700,4.801161056162879,9.254896e-06,0,4.870810180729774,4.944717827400996,4.795614926677386,0.05390333374483096,0.0,0.0,0,0.0,0.0,0.0055461294854932675,85,0,0.6,0,0,0.285,NO
1704075000,4.7436113772917645,9.389581e-06,0,4.852270772381827,4.944717827400996,4.7436113772917645,0.06281000703824252,0.0,0.0,0,0.0,0.0,-0.05754967887111473,85,0,0.6,0,0,0.295,NO
1704075300,4.7623962782090485,9.433635e-06,0,4.834038617462632,4.901983877004248,4.7436113772917645,0.05936022316558783,0.0,0.0,0,0.0,0.0,0.01878490091728402,85,0,0.6,0,0,0.2816666666666667,NO
1704075600,4.732364343713108,9.485068e-06,0,4.817343389471449,4.901983877004248,4.732364343713108,0.062362611952288774,0.0,0.0,0,0.0,0.0,-0.030031934495940327,85,0,0.6,0,0,0.29833333333333334,NO
1704075900,4.717779656223445,9.517923e-06,0,4.806251211237976,4.901983877004248,4.717779656223445,0.06956645571378109,0.0,0.0,0,0.0,0.0,-0.014584687489663573,85,0,0.6,0,0,0.29833333333333334,NO
1704076200,4.687694325611975,9.571777e-06,0,4.784822256098749,4.894071472214318,4.687694325611975,0.06980482034949377,0.0,0.0,0,0.0,0.0,-0.030085330611469452,85,0,0.6,0,0,0.3,NO
1704076500,4.780308234837422,9.56465e-06,0,4.7737835733845,4.894071472214318,4.687694325611975,0.05911121034716569,0.0,0.0,0,0.0,0.0,0.09261390922544699,85,0,0.6,0,0,0.2733333333333333,NO
1704076800,4.779633373600525,9.559628e-06,0,4.76233976352312,4.822834062903645,4.687694325611975,0.04177007224025076,0.0,0.0,0,0.0,0.0,-0.0006748612368969731,85,0,0.6,0,0,0.3,NO
1704077100,4.72674782715273,9.574073e-06,0,4.752731139948028,4.801161056162879,4.687694325611975,0.03709839712257226,0.0,0.0,0,0.0,0.0,-0.052885546447795306,85,0,0.6,0,0,0.3016666666666667,NO
1704077400,4.76787507275789,9.547801e-06,0,4.749957154556078,4.801161056162879,4.687694325611975,0.034480250722099585,0.0,0.0,0,0.0,0.0,0.04112724560515968,85,0,0.6,0,0,0.2783333333333333,NO
1704077700,4.706832890259339,9.570784e-06,0,4.740524337965725,4.780308234837422,4.687694325611975,0.03170711723788487,0.0,0.0,0,0.0,0.0,-0.06104218249855098,85,0,0.6,0,0,0.29833333333333334,NO
1704078000,4.717276070009576,9.555182e-06,0,4.737890807237506,4.780308234837422,4.687694325611975,0.03250584368323173,0.0,0.0,0,0.0,0.0,0.010443179750237341,85,0,0.6,0,0,0.2816666666666667,NO
1704078300,4.619292563815587,9.649702e-06,0,4.72358043579816,4.780308234837422,4.619292563815587,0.04822035852893863,0.0,0.0,0,0.0,0.0,-0.0979835061939891,85,0,0.6,0,0,0.30333333333333334,NO
1704078600,4.552883261370665,9.759234e-06,0,4.705632327563916,4.780308234837422,4.552883261370665,0.07208471036628758,0.0,0.0,0,0.0,0.0,-0.06640930244492171,85,0,0.6,0,0,0.2966666666666667,NO
1704078900,4.562726323164121,9.734724e-06,0,4.690126994257983,4.780308234837422,4.552883261370665,0.08474554338200006,0.0,0.0,0,0.0,0.0,0.009843061793455732,85,0,0.6,0,0,0.2833333333333333,NO
1704079200,4.599649652163891,9.664071e-06,0,4.681322526913175,4.780308234837422,4.552883261370665,0.08946837381096409,0.0,0.0,0,0.0,0.0,0.036923328999770355,85,0,0.6,0,0,0.28,NO
1704079500,4.608218066223389,9.6464555e-06,0,4.664113510051771,4.779633373600525,4.552883261370665,0.08473874779286418,0.0,0.0,0,0.0,0.0,0.008568414059498153,85,0,0.6,0,0,0.2833333333333333,NO
1704079800,4.602435652103978,9.652098e-06,0,4.646393737902116,4.76787507275789,4.552883261370665,0.07597171581426534,0.0,0.0,0,0.0,0.0,-0.005782414119411605,85,0,0.6,0,0,0.2966666666666667,NO
1704080100,4.587380467324513,9.674317e-06,0,4.6324570019192945,4.76787507275789,4.552883261370665,0.07228706260481485,0.0,0.0,0,0.0,0.0,-0.01505518477946488,85,0,0.6,0,0,0.2966666666666667,NO
1704080400,4.513454367806141,9.831449e-06,0,4.6070149314241196,4.717276070009576,4.513454367806141,0.06357791220725266,0.0,0.0,0,0.0,0.0,-0.07392609951837148,85,0,0.6,0,0,0.2966666666666667,NO
1704080700,4.477462157386406,9.928389e-06,0,4.584077858136826,4.717276070009576,4.477462157386406,0.06492607876198521,0.0,0.0,0,0.0,0.0,-0.035992210419735216,85,0,0.6,0,0,0.2916666666666667,NO
1704081000,4.454430218838417,9.998195e-06,0,4.55779327301971,4.619292563815587,4.454430218838417,0.057827822900235915,0.0,0.0,0,0.0,0.0,-0.023031938547989128,85,0,0.6,0,0,0.29,NO
1704081300,4.507286330149363,9.838226e-06,0,4.546592649653088,4.608218066223389,4.454430218838417,0.05538828875827691,0.0,0.0,0,0.0,0.0,0.052856111310945586,85,0,0.6,0,0,0.26666666666666666,NO
1704081600,4.524467244627786,9.790462e-06,0,4.5437510479788,4.608218066223389,4.454430218838417,0.05575738868340573,0.0,0.0,0,0.0,0.0,0.017180914478423404,85,0,0.6,0,0,0.275,NO
1704081900,4.43631523685965,1.00518155e-05,0,4.531109939348353,4.608218066223389,4.43631523685965,0.06460511994118527,0.0,0.0,0,0.0,0.0,-0.08815200776813636,85,0,0.6,0,0,0.29,NO
1704082200,4.452519435329389,9.9915005e-06,0,4.5163969176649035,4.608218066223389,4.43631523685965,0.06401253238587597,0.0,0.0,0,0.0,0.0,0.016204198469739417,85,0,0.6,0,0,0.27666666666666667,NO
1704082500,4.433265321308573,1.0054544e-05,0,4.498901643173421,4.602435652103978,4.433265321308573,0.05990486106866434,0.0,0.0,0,0.0,0.0,-0.019254114020816004,85,0,0.6,0,0,0.2916666666666667,NO
1704082800,4.399419221293275,1.0181553e-05,0,4.478600000092351,4.587380467324513,4.399419221293275,0.055129368616915635,0.0,0.0,0,0.0,0.0,-0.033846100015297864,85,0,0.6,0,0,0.2916666666666667,NO
1704083100,4.430003035735319,1.0059061e-05,0,4.462862256933432,4.524467244627786,4.399419221293275,0.041372205985563536,0.0,0.0,0,0.0,0.0,0.03058381444204361,85,0,0.6,0,0,0.27666666666666667,NO
1704083400,4.481553011860116,9.883795e-06,0,4.459672121338829,4.524467244627786,4.399419221293275,0.03814147325573311,0.0,0.0,0,0.0,0.0,0.0515499761247975,85,0,0.6,0,0,0.2683333333333333,NO
1704083700,4.528117017815927,9.752717e-06,0,4.464737607381782,4.528117017815927,4.399419221293275,0.04372207022359634,0.0,0.0,0,0.0,0.0,0.046564005955811005,85,0,0.6,0,0,0.27,NO
1704084000,4.486156141654795,9.865095e-06,0,4.46791019966342,4.528117017815927,4.399419221293275,0.04404093141070196,0.0,0.0,0,0.0,0.0,-0.04196087616113253,85,0,0.6,0,0,0.2916666666666667,NO
1704084300,4.4706955228622345,9.9103245e-06,0,4.4642511189347065,4.528117017815927,4.399419221293275,0.04187258770654732,0.0,0.0,0,0.0,0.0,-0.015460618792560332,85,0,0.6,0,0,0.2916666666666667,NO
1704084600,4.487258694432413,9.856645e-06,0,4.460530263915169,4.528117017815927,4.399419221293275,0.037334436780145024,0.0,0.0,0,0.0,0.0,0.01656317157017817,85,0,0.6,0,0,0.27666666666666667,NO
1704084900,4.536035950788531,9.720867e-06,0,4.4705023353080575,4.536035950788531,4.399419221293275,0.04303107490005456,0.0,0.0,0,0.0,0.0,0.04877725635611796,85,0,0.6,0,0,0.27,NO
1704085200,4.512077238896266,9.778769e-06,0,4.4764581156647445,4.536035950788531,4.399419221293275,0.04436644801303827,0.0,0.0,0,0.0,0.0,-0.023958711892264617,85,0,0.6,0,0,0.2916666666666667,NO
1704085500,4.502794290063076,9.798818e-06,0,4.483411012540195,4.536035950788531,4.399419221293275,0.042242664362100564,0.0,0.0,0,0.0,0.0,-0.009282948833189586,85,0,0.6,0,0,0.2916666666666667,NO
1704085800,4.447477541362774,9.9664585e-06,0,4.488216844547145,4.536035950788531,4.430003035735319,0.03344251680601337,0.0,0.0,0,0.0,0.0,-0.05531674870030212,85,0,0.6,0,0,0.2916666666666667,NO
1704086100,4.387667210158741,1.01929745e-05,0,4.483983261989488,4.536035950788531,4.387667210158741,0.04295704133126069,0.0,0.0,0,0.0,0.0,-0.05981033120403367,85,0,0.6,0,0,0.2916666666666667,NO
1704086400,4.428293501278451,1.00202315e-05,0,4.478657310931321,4.536035950788531,4.387667210158741,0.046451351355825794,0.0,0.0,0,0.0,0.0,0.04062629111971017,85,0,0.6,0,0,0.27166666666666667,NO
1704086700,4.496105502706992,9.788958e-06,0,4.475456159420427,4.536035950788531,4.387667210158741,0.04368479962719482,0.0,0.0,0,0.0,0.0,0.06781200142854082,85,0,0.6,0,0,0.26666666666666666,NO
1704087000,4.492504996627975,9.793685e-06,0,4.476091044917745,4.536035950788531,4.387667210158741,0.04390317363949923,0.0,0.0,0,0.0,0.0,-0.003600506079016519,85,0,0.6,0,0,0.2916666666666667,NO
1704087300,4.542681641522576,9.655113e-06,0,4.483289656783779,4.542681641522576,4.387667210158741,0.04857341942363468,0.0,0.0,0,0.0,0.0,0.050176644894601274,85,0,0.6,0,0,0.2683333333333333,NO
1704087600,4.560763442774958,9.608907e-06,0,4.490640131618034,4.560763442774958,4.387667210158741,0.05444725594922174,0.0,0.0,0,0.0,0.0,0.018081801252381347,85,0,0.6,0,0,0.27666666666666667,NO
1704087900,4.528507455044702,9.681647e-06,0,4.489887282043651,4.560763442774958,4.387667210158741,0.05379799571248335,0.0,0.0,0,0.0,0.0,-0.03225598773025595,85,0,0.6,0,0,0.2916666666666667,NO
1704088200,4.546577235320123,9.635457e-06,0,4.493337281686037,4.560763442774958,4.387667210158741,0.05642138161111825,0.0,0.0,0,0.0,0.0,0.018069780275420833,85,0,0.6,0,0,0.27666666666666667,NO
1704088500,4.623479063643421,9.48286e-06,0,4.505405759044072,4.623479063643421,4.387667210158741,0.06995341122041687,0.0,0.0,0,0.0,0.0,0.07690182832329828,85,0,0.6,0,0,0.2683333333333333,NO
1704088800,4.621687761687923,9.48571e-06,0,4.522826781076587,4.623479063643421,4.387667210158741,0.07540426109453602,0.0,0.0,0,0.0,0.0,-0.001791301955497815,85,0,0.6,0,0,0.29,NO
1704089100,4.699919944478624,9.382191e-06,0,4.554052054508574,4.699919944478624,4.428293501278451,0.07782881873055451,0.0,0.0,0,0.0,0.0,0.07823218279070066,85,0,0.6,0,0,0.26666666666666666,NO
1704089400,4.568932689274137,9.58424e-06,0,4.568115973308143,4.699919944478624,4.492504996627975,0.06406958602906981,0.0,0.0,0,0.0,0.0,-0.13098725520448706,85,0,0.6,0,0,0.295,NO
1704089700,4.610027814492898,9.505197e-06,0,4.579508204486733,4.699919944478624,4.492504996627975,0.05983075382411945,0.0,0.0,0,0.0,0.0,0.04109512521876102,85,0,0.6,0,0,0.2733333333333333,NO
1704090000,4.614380167904806,9.49818e-06,0,4.591695721614417,4.699919944478624,4.528507455044702,0.052045505565380755,0.0,0.0,0,0.0,0.0,0.004352353411908538,85,0,0.6,0,0,0.295,NO
1704090300,4.599429800381513,9.525166e-06,0,4.59737053750031,4.699919944478624,4.528507455044702,0.04911891740091821,0.0,0.0,0,0.0,0.0,-0.014950367523293373,85,0,0.6,0,0,0.29833333333333334,NO
1704090600,4.604017839208288,9.517506e-06,0,4.601695977143644,4.699919944478624,4.528507455044702,0.04741193634803318,0.0,0.0,0,0.0,0.0,0.004588038826775609,85,0,0.6,0,0,0.2916666666666667,NO
1704090900,4.504639393478243,9.7392085e-06,0,4.599309170986997,4.699919944478624,4.504639393478243,0.051894634280441235,0.0,0.0,0,0.0,0.0,-0.0993784457300455,85,0,0.6,0,0,0.29833333333333334,NO
1704091200,4.493655799086367,9.767975e-06,0,4.594017027363622,4.699919944478624,4.493655799086367,0.05994385124375313,0.0,0.0,0,0.0,0.0,-0.010983594391875684,85,0,0.6,0,0,0.295,NO
1704091500,4.511511427661954,9.716748e-06,0,4.582820263765475,4.699919944478624,4.493655799086367,0.06413949638357577,0.0,0.0,0,0.0,0.0,0.01785562857558709,85,0,0.6,0,0,0.28,NO
1704091800,4.58540612989903,9.548251e-06,0,4.579192100586586,4.699919944478624,4.493655799086367,0.06270676340930113,0.0,0.0,0,0.0,0.0,0.07389470223707573,85,0,0.6,0,0,0.27166666666666667,NO
1704092100,4.559492618985348,9.60118e-06,0,4.565149368037258,4.614380167904806,4.493655799086367,0.04622423306910922,0.0,0.0,0,0.0,0.0,-0.025913510913682103,85,0,0.6,0,0,0.295,NO
1704092400,4.5190679388406885,9.696803e-06,0,4.5601628929939135,4.614380167904806,4.493655799086367,0.048408737467852445,0.0,0.0,0,0.0,0.0,-0.0404246801446595,85,0,0.6,0,0,0.295,NO
1704092700,4.493980086661462,9.764902e-06,0,4.54855812021077,4.614380167904806,4.493655799086367,0.04903241412410116,0.0,0.0,0,0.0,0.0,-0.02508785217922682,85,0,0.6,0,0,0.295,NO
1704093000,4.539750192546565,9.648298e-06,0,4.541095122674945,4.604017839208288,4.493655799086367,0.04323793732673967,0.0,0.0,0,0.0,0.0,0.04577010588510344,85,0,0.6,0,0,0.2733333333333333,NO
1704093300,4.556187748029549,9.613826e-06,0,4.53677091743975,4.604017839208288,4.493655799086367,0.038677495935036985,0.0,0.0,0,0.0,0.0,0.016437555482983868,85,0,0.6,0,0,0.28,NO
1704093600,4.529699737841197,9.678373e-06,0,4.5293391073030405,4.58540612989903,4.493655799086367,0.030621476306547348,0.0,0.0,0,0.0,0.0,-0.026488010188352007,85,0,0.6,0,0,0.295,NO
1704093900,4.555363109496865,9.62439e-06,0,4.534411478904903,4.58540612989903,4.493655799086367,0.03027458888832964,0.0,0.0,0,0.0,0.0,0.025663371655667788,85,0,0.6,0,0,0.2816666666666667,NO
1704094200,4.560216986964266,9.619168e-06,0,4.541067597692693,4.58540612989903,4.493980086661462,0.027509223153894178,0.0,0.0,0,0.0,0.0,0.004853877467401624,85,0,0.6,0,0,0.28833333333333333,NO
1704094500,4.608649236490911,9.532196e-06,0,4.5507813785755875,4.608649236490911,4.493980086661462,0.03259337279628122,0.0,0.0,0,0.0,0.0,0.04843224952664471,85,0,0.6,0,0,0.2733333333333333,NO
1704094800,4.573546581797044,9.600825e-06,0,4.549595423765389,4.608649236490911,4.493980086661462,0.031386953654737426,0.0,0.0,0,0.0,0.0,-0.03510265469386731,85,0,0.6,0,0,0.295,NO
1704095100,4.557163474467155,9.638925e-06,0,4.54936250931357,4.608649236490911,4.493980086661462,0.031313905615921483,0.0,0.0,0,0.0,0.0,-0.016383107329888347,85,0,0.6,0,0,0.295,NO
1704095400,4.537558066810548,9.687797e-06,0,4.551211522110556,4.608649236490911,4.493980086661462,0.029837414141276546,0.0,0.0,0,0.0,0.0,-0.019605407656607454,85,0,0.6,0,0,0.295,NO
1704095700,4.464382319403942,9.895708e-06,0,4.548251745384805,4.608649236490911,4.464382319403942,0.036800833324171854,0.0,0.0,0,0.0,0.0,-0.07317574740660593,85,0,0.6,0,0,0.29,NO
1704096000,4.479188333257171,9.854611e-06,0,4.542195559455865,4.608649236490911,4.464382319403942,0.04284262754439708,0.0,0.0,0,0.0,0.0,0.014806013853228883,85,0,0.6,0,0,0.275,NO
1704096300,4.492241096866166,9.8200635e-06,0,4.535800894339526,4.608649236490911,4.464382319403942,0.04522802251580722,0.0,0.0,0,0.0,0.0,0.013052763608994766,85,0,0.6,0,0,0.275,NO
1704096600,4.492496769698289,9.822156e-06,0,4.532080597525235,4.608649236490911,4.464382319403942,0.04726965576194514,0.0,0.0,0,0.0,0.0,0.0002556728321234658,85,0,0.6,0,0,0.28833333333333333,NO
1704096900,4.480767413029532,9.8581195e-06,0,4.524621027878502,4.608649236490911,4.464382319403942,0.049040005153287665,0.0,0.0,0,0.0,0.0,-0.011729356668757518,85,0,0.6,0,0,0.29,NO
1704097200,4.409998875927011,1.01061805e-05,0,4.5095992167747765,4.608649236490911,4.409998875927011,0.05893397084431119,0.0,0.0,0,0.0,0.0,-0.07076853710252085,85,0,0.6,0,0,0.2916666666666667,NO
1704097500,4.388966609788743,1.0192181e-05,0,4.48763095410456,4.573546581797044,4.388966609788743,0.05885404743025392,0.0,0.0,0,0.0,0.0,-0.021032266138267808,85,0,0.6,0,0,0.2916666666666667,NO
1704097800,4.371830883962405,1.0266239e-05,0,4.467459384321096,4.557163474467155,4.371830883962405,0.060675300647648304,0.0,0.0,0,0.0,0.0,-0.017135725826338266,85,0,0.6,0,0,0.2916666666666667,NO
1704098100,4.331717020501324,1.0461963e-05,0,4.4449147389245125,4.537558066810548,4.331717020501324,0.06534522354729093,0.0,0.0,0,0.0,0.0,-0.040113863461081145,85,0,0.6,0,0,0.2916666666666667,NO
1704098400,4.323652734918023,1.0504191e-05,0,4.42352420573526,4.492496769698289,4.323652734918023,0.06664676576021285,0.0,0.0,0,0.0,0.0,-0.00806428558330019,85,0,0.6,0,0,0.29333333333333333,NO
1704098700,4.343855277758751,1.0398568e-05,0,4.411471501570742,4.492496769698289,4.323652734918023,0.06928299320921812,0.0,0.0,0,0.0,0.0,0.02020254284072731,85,0,0.6,0,0,0.28,NO
1704099000,4.438164572819277,9.992936e-06,0,4.407369125526952,4.492496769698289,4.323652734918023,0.06596282976818663,0.0,0.0,0,0.0,0.0,0.09430929506052621,85,0,0.6,0,0,0.27,NO
1704099300,4.446893463460869,9.962242e-06,0,4.4028343621864225,4.492496769698289,4.323652734918023,0.060839620847496424,0.0,0.0,0,0.0,0.0,0.008728890641592102,85,0,0.6,0,0,0.28,NO
1704099600,4.459770982997007,9.917008e-06,0,4.399561783516294,4.480767413029532,4.323652734918023,0.05618270684985033,0.0,0.0,0,0.0,0.0,0.012877519536138138,85,0,0.6,0,0,0.2783333333333333,NO
1704099900,4.456048687208699,9.926825e-06,0,4.397089910934211,4.459770982997007,4.323652734918023,0.05264533684559853,0.0,0.0,0,0.0,0.0,-0.003722295788308294,85,0,0.6,0,0,0.29333333333333333,NO
1704100200,4.360110126443747,1.0312858e-05,0,4.392101035985885,4.459770982997007,4.323652734918023,0.05364052963483807,0.0,0.0,0,0.0,0.0,-0.09593856076495211,85,0,0.6,0,0,0.29333333333333333,NO
1704100500,4.3587844326712855,1.0314051e-05,0,4.389082818274138,4.459770982997007,4.323652734918023,0.05467564237577734,0.0,0.0,0,0.0,0.0,-0.0013256937724612783,85,0,0.6,0,0,0.29333333333333333,NO
1704100800,4.361795943168337,1.0294136e-05,0,4.388079324194732,4.459770982997007,4.323652734918023,0.05511775992737338,0.0,0.0,0,0.0,0.0,0.003011510497051617,85,0,0.6,0,0,0.29,NO
1704101100,4.484958048792602,9.816935e-06,0,4.40340342702386,4.484958048792602,4.323652734918023,0.05888048522370615,0.0,0.0,0,0.0,0.0,0.12316210562426466,85,0,0.6,0,0,0.26166666666666666,NO
1704101400,4.475340000553546,9.841609e-06,0,4.418572153587411,4.484958048792602,4.343855277758751,0.05549374231573619,0.0,0.0,0,0.0,0.0,-0.009618048239055987,85,0,0.6,0,0,0.2916666666666667,NO
1704101700,4.490417367670227,9.79093e-06,0,4.433228362578559,4.490417367670227,4.3587844326712855,0.0528594336781137,0.0,0.0,0,0.0,0.0,0.01507736711668084,85,0,0.6,0,0,0.27666666666666667,NO
1704102000,4.488681779184964,9.790599e-06,0,4.438280083215128,4.490417367670227,4.3587844326712855,0.05572012800777198,0.0,0.0,0,0.0,0.0,-0.0017355884852623404,85,0,0.6,0,0,0.2916666666666667,NO
1704102300,4.430247877303987,9.978171e-06,0,4.436615524599441,4.490417367670227,4.3587844326712855,0.05568284440123849,0.0,0.0,0,0.0,0.0,-0.05843390188097697,85,0,0.6,0,0,0.2916666666666667,NO
1704102600,4.487389018029738,9.782025e-06,0,4.439377328102713,4.490417367670227,4.3587844326712855,0.057610482496312586,0.0,0.0,0,0.0,0.0,0.057141140725750716,85,0,0.6,0,0,0.2683333333333333,NO
1704102900,4.524985669664077,9.672867e-06,0,4.446271026348251,4.524985669664077,4.3587844326712855,0.06363640853103913,0.0,0.0,0,0.0,0.0,0.03759665163433912,85,0,0.6,0,0,0.275,NO
1704103200,4.564537267016229,9.5755195e-06,0,4.466713740405499,4.564537267016229,4.3587844326712855,0.06568484506903273,0.0,0.0,0,0.0,0.0,0.03955159735215208,85,0,0.6,0,0,0.27166666666666667,NO
1704103500,4.519067894276493,9.67832e-06,0,4.48274208656602,4.564537267016229,4.361795943168337,0.055129779207122497,0.0,0.0,0,0.0,0.0,-0.04546937273973661,85,0,0.6,0,0,0.2916666666666667,NO
1704103800,4.589207609823298,9.518332e-06,0,4.505483253231516,4.589207609823298,4.430247877303987,0.045812376330508865,0.0,0.0,0,0.0,0.0,0.07013971554680509,85,0,0.6,0,0,0.26666666666666666,NO
1704104100,4.519115056683684,9.673261e-06,0,4.508898954020625,4.589207609823298,4.430247877303987,0.04538335029345549,0.0,0.0,0,0.0,0.0,-0.07009255313961393,85,0,0.6,0,0,0.2916666666666667,NO
1704104400,4.548457911373697,9.602308e-06,0,4.516210745102639,4.589207609823298,4.430247877303987,0.0452657844974352,0.0,0.0,0,0.0,0.0,0.02934285469001363,85,0,0.6,0,0,0.2783333333333333,NO
1704104700,4.6579806926641965,9.409063e-06,0,4.532967077602036,4.6579806926641965,4.430247877303987,0.06242025502764825,0.0,0.0,0,0.0,0.0,0.10952278129049908,85,0,0.6,0,0,0.26666666666666666,NO
1704105000,4.608453876407662,9.487167e-06,0,4.544944287324307,4.6579806926641965,4.430247877303987,0.0644369870926213,0.0,0.0,0,0.0,0.0,-0.049526816256534545,85,0,0.6,0,0,0.29,NO
1704105300,4.580138989927523,9.542197e-06,0,4.55993339858666,4.6579806926641965,4.487389018029738,0.050778160009553555,0.0,0.0,0,0.0,0.0,-0.028314886480139023,85,0,0.6,0,0,0.295,NO
1704105600,4.585121558181905,9.534099e-06,0,4.569706652601876,4.6579806926641965,4.519067894276493,0.044249777273203304,0.0,0.0,0,0.0,0.0,0.004982568254382258,85,0,0.6,0,0,0.2916666666666667,NO
1704105900,4.559947775476095,9.586927e-06,0,4.573202863183078,4.6579806926641965,4.519067894276493,0.04162720742509326,0.0,0.0,0,0.0,0.0,-0.025173782705810055,85,0,0.6,0,0,0.29833333333333334,NO
