measurement_time,temperature
28-01-2021 23:56,-48.9488792
29-01-2021 00:01,-50.28636213
29-01-2021 00:06,-51.10524544
29-01-2021 00:11,-49.75018547
29-01-2021 00:16,-50.33014759
29-01-2021 00:21,-48.40565533
29-01-2021 00:26,-50.68051496
29-01-2021 00:31,-49.88558452
29-01-2021 00:36,-49.001244
29-01-2021 00:41,-48.87537217
29-01-2021 00:46,-49.98369775
29-01-2021 00:51,-49.85060862
29-01-2021 00:56,-49.69080216
29-01-2021 01:01,-50.08590434
29-01-2021 01:06,-51.35260807
29-01-2021 01:11,-50.95795382
29-01-2021 01:16,-48.96007087
29-01-2021 01:21,-51.11998814
29-01-2021 01:26,-50.6624797
29-01-2021 01:31,-48.24281259
29-01-2021 01:36,-48.82268155
29-01-2021 01:41,-50.58452377
29-01-2021 01:46,-51.32930436
29-01-2021 01:51,-49.61277787
29-01-2021 01:56,-49.23245875
29-01-2021 02:01,-50.29769702
29-01-2021 02:06,-49.36755542
29-01-2021 02:11,-50.78330317
29-01-2021 02:16,-49.66611028
29-01-2021 02:21,-50.45524072
29-01-2021 02:26,-50.31032672
29-01-2021 02:31,-51.32782338
29-01-2021 02:36,-49.07744569
29-01-2021 02:41,-51.69040867
29-01-2021 02:46,-50.20183309
29-01-2021 02:51,-49.33054433
29-01-2021 02:56,-49.39755127
29-01-2021 03:01,-49.13855807
29-01-2021 03:06,-47.9947835
29-01-2021 03:11,-49.78788111
29-01-2021 03:16,-51.28489707
29-01-2021 03:21,-49.63838333
29-01-2021 03:26,-50.36479182
29-01-2021 03:31,-51.42191832
29-01-2021 03:36,-49.59058764
29-01-2021 03:41,-48.82975869
29-01-2021 03:46,-51.36568435
29-01-2021 03:51,-47.542537
29-01-2021 03:56,-51.04052588
29-01-2021 04:01,-48.77671852
29-01-2021 04:06,-50.13615516
29-01-2021 04:11,-50.28367682
29-01-2021 04:16,-50.35860991
29-01-2021 04:21,-48.42523073
29-01-2021 04:26,-50.48153909
29-01-2021 04:31,-49.98564051
29-01-2021 04:36,-50.69045286
29-01-2021 04:41,-50.13792582
29-01-2021 04:46,-50.00839413
29-01-2021 04:51,-48.39742948
29-01-2021 04:56,-51.80088154
29-01-2021 05:01,-48.63835693
29-01-2021 05:06,-49.96055908
29-01-2021 05:11,-50.72444076
29-01-2021 05:16,-49.22156298
29-01-2021 05:21,-49.88179042
29-01-2021 05:26,-50.13396351
29-01-2021 05:31,-48.92281044
29-01-2021 05:36,-50.59338879
29-01-2021 05:41,-50.18802496
29-01-2021 05:46,-48.79925049
29-01-2021 05:51,-49.87516702
29-01-2021 05:56,-49.4721379
29-01-2021 06:01,-47.66110296
29-01-2021 06:06,-48.01323017
29-01-2021 06:11,-49.56846832
29-01-2021 06:16,-51.50842918
29-01-2021 06:21,-48.02875851
29-01-2021 06:26,-49.17438596
29-01-2021 06:31,-49.0897745
29-01-2021 06:36,-49.24085598
29-01-2021 06:41,-50.96665085
29-01-2021 06:46,-49.03388337
29-01-2021 06:51,-50.96738318
29-01-2021 06:56,-49.12168204
29-01-2021 07:01,-51.63528858
29-01-2021 07:06,-50.10436152
29-01-2021 07:11,-50.45475968
29-01-2021 07:16,-50.34600656
29-01-2021 07:21,-50.72573447
29-01-2021 07:26,-50.29487504
29-01-2021 07:31,-50.48829029
29-01-2021 07:36,-51.03448695
29-01-2021 07:41,-48.99383927
29-01-2021 07:46,-50.25849615
29-01-2021 07:51,-47.58865759
29-01-2021 07:56,-50.66860544
29-01-2021 08:01,-49.15917051
29-01-2021 08:06,-50.53337638
29-01-2021 08:11,-48.38687808
29-01-2021 08:16,-49.33368241
29-01-2021 08:21,-50.45004851
29-01-2021 08:26,-50.33974504
29-01-2021 08:31,-50.35734952
29-01-2021 08:36,-49.26271322
29-01-2021 08:41,-49.53818217
29-01-2021 08:46,-50.96268273
29-01-2021 08:51,-51.29898325
29-01-2021 08:56,-50.5493349
29-01-2021 09:01,-51.08260013
29-01-2021 09:06,-49.44167914
29-01-2021 09:11,-50.43689413
29-01-2021 09:16,-48.68034253
29-01-2021 09:21,-51.10949332
29-01-2021 09:26,-52.2805975
29-01-2021 09:31,-50.75170165
29-01-2021 09:36,-49.37244797
29-01-2021 09:41,-50.55559396
29-01-2021 09:46,-49.57815681
29-01-2021 09:51,-49.91154796
29-01-2021 09:56,-49.6754233
29-01-2021 10:01,-51.28975047
29-01-2021 10:06,-50.18642535
29-01-2021 10:11,-50.00671033
29-01-2021 10:16,-49.64224914
29-01-2021 10:21,-49.64932439
29-01-2021 10:26,-51.02727287
29-01-2021 10:31,-49.91721088
29-01-2021 10:36,-47.40930638
29-01-2021 10:41,-49.34204515
29-01-2021 10:46,-50.22850441
29-01-2021 10:51,-51.15587471
29-01-2021 10:56,-49.45346477
29-01-2021 11:01,-50.53536786
29-01-2021 11:06,-49.61917311
29-01-2021 11:11,-51.12427426
29-01-2021 11:16,-51.38709154
29-01-2021 11:21,-49.04812483
29-01-2021 11:26,-49.30740862
29-01-2021 11:31,-49.87715473
29-01-2021 11:36,-50.00624924
29-01-2021 11:41,-51.00708893
29-01-2021 11:46,-49.14620409
29-01-2021 11:51,-50.00372347
29-01-2021 11:56,-50.26617033
29-01-2021 12:01,-49.475316
29-01-2021 12:06,-49.24580915
29-01-2021 12:11,-49.18403788
29-01-2021 12:16,-49.02177521
29-01-2021 12:21,-51.09463021
29-01-2021 12:26,-50.15663135
29-01-2021 12:31,-50.74125844
29-01-2021 12:36,-48.87563961
29-01-2021 12:41,-50.4087892
29-01-2021 12:46,-50.60726617
29-01-2021 12:51,-48.36143772
29-01-2021 12:56,-50.65923089
29-01-2021 13:01,-50.73937943
29-01-2021 13:06,-49.47218396
29-01-2021 13:11,-48.04586272
29-01-2021 13:16,-49.92971496
29-01-2021 13:21,-50.01966686
29-01-2021 13:26,-49.77191664
29-01-2021 13:31,-48.48741664
29-01-2021 13:36,-48.10299952
29-01-2021 13:41,-49.72199954
29-01-2021 13:46,-50.5922103
29-01-2021 13:51,-49.05123606
29-01-2021 13:56,-50.33441734
29-01-2021 14:01,-51.35314392
29-01-2021 14:06,-49.78368442
29-01-2021 14:11,-51.21844094
29-01-2021 14:16,-51.9748259
29-01-2021 14:21,-49.69822257
29-01-2021 14:26,-50.19495749
29-01-2021 14:31,-48.2941707
29-01-2021 14:36,-50.40311175
29-01-2021 14:41,-50.73394232
29-01-2021 14:46,-49.75611119
29-01-2021 14:51,-49.97207583
29-01-2021 14:56,-48.94708563
29-01-2021 15:01,-49.64695135
29-01-2021 15:06,-49.02277861
29-01-2021 15:11,-50.17764903
29-01-2021 15:16,-50.95055278
29-01-2021 15:21,-49.21935894
29-01-2021 15:26,-50.38604872
29-01-2021 15:31,-48.88830552
29-01-2021 15:36,-48.7119214
29-01-2021 15:41,-51.9010828
29-01-2021 15:46,-50.02102669
29-01-2021 15:51,-48.91666539
29-01-2021 15:56,-48.49767324
29-01-2021 16:01,-49.13201606
29-01-2021 16:06,-49.30275108
29-01-2021 16:11,-50.09101531
29-01-2021 16:16,-48.34859721
29-01-2021 16:21,-50.95031764
29-01-2021 16:26,-49.23715488
29-01-2021 16:31,-50.99446806
29-01-2021 16:36,-48.93319069
29-01-2021 16:41,-49.08843671
29-01-2021 16:46,-50.70851347
29-01-2021 16:51,-49.11882812
29-01-2021 16:56,-49.64370265
29-01-2021 17:01,-49.09099613
29-01-2021 17:06,-50.07802041
29-01-2021 17:11,-50.4415328
29-01-2021 17:16,-49.10543586
29-01-2021 17:21,-50.65029914
29-01-2021 17:26,-50.66185557
29-01-2021 17:31,-51.95300169
29-01-2021 17:36,-50.41219872
29-01-2021 17:41,-51.77039837
29-01-2021 17:46,-48.49036334
29-01-2021 17:51,-48.69440945
29-01-2021 17:56,-49.90093141
29-01-2021 18:01,-49.77596462
29-01-2021 18:06,-49.81340116
29-01-2021 18:11,-50.79950991
29-01-2021 18:16,-48.95097972
29-01-2021 18:21,-51.01659348
29-01-2021 18:26,-49.28760741
29-01-2021 18:31,-50.50772063
29-01-2021 18:36,-50.02853309
29-01-2021 18:41,-51.5463682
29-01-2021 18:46,-48.92353173
29-01-2021 18:51,-50.06917829
29-01-2021 18:56,-49.94664504
29-01-2021 19:01,-49.74004108
29-01-2021 19:06,-48.88832702
29-01-2021 19:11,-49.47574334
29-01-2021 19:16,-50.00860682
29-01-2021 19:21,-50.07471637
29-01-2021 19:26,-51.67253542
29-01-2021 19:31,-50.42430871
29-01-2021 19:36,-50.17005766
29-01-2021 19:41,-51.4360549
29-01-2021 19:46,-50.69707776
29-01-2021 19:51,-49.45168777
29-01-2021 19:56,-51.46376727
29-01-2021 20:01,-48.24660802
29-01-2021 20:06,-49.6903255
29-01-2021 20:11,-49.7775378
29-01-2021 20:16,-50.10882094
29-01-2021 20:21,-49.84819499
29-01-2021 20:26,-49.76380959
29-01-2021 20:31,-50.44173756
29-01-2021 20:36,-47.52485154
29-01-2021 20:41,-50.31761087
29-01-2021 20:46,-50.37599828
29-01-2021 20:51,-49.67654612
29-01-2021 20:56,-49.05892316
29-01-2021 21:01,-51.71294168
29-01-2021 21:06,-49.35072008
29-01-2021 21:11,-50.01480267
29-01-2021 21:16,-50.97052684
29-01-2021 21:21,-50.38923368
29-01-2021 21:26,-49.50435657
29-01-2021 21:31,-51.14112799
29-01-2021 21:36,-50.46279405
29-01-2021 21:41,-52.7016548
29-01-2021 21:46,-50.13548434
29-01-2021 21:51,-48.6486473
29-01-2021 21:56,-50.59268263
29-01-2021 22:01,-50.72901281
29-01-2021 22:06,-47.84234828
29-01-2021 22:11,-48.43347663
29-01-2021 22:16,-50.15056823
29-01-2021 22:21,-51.37618711
29-01-2021 22:26,-49.01790464
29-01-2021 22:31,-50.67955592
29-01-2021 22:36,-49.42998777
29-01-2021 22:41,-51.71612679
29-01-2021 22:46,-49.80688714
29-01-2021 22:51,-50.4615964
29-01-2021 22:56,-50.61392392
29-01-2021 23:01,-50.07293698
29-01-2021 23:06,-50.75928966
29-01-2021 23:11,-51.89651756
29-01-2021 23:16,-51.00628607
29-01-2021 23:21,-50.15448525
29-01-2021 23:26,-52.74710578
29-01-2021 23:31,-49.29315501
29-01-2021 23:36,-50.42792998
29-01-2021 23:41,-50.51487079
29-01-2021 23:46,-48.81763025
29-01-2021 23:51,-50.16934797
29-01-2021 23:56,-50.27659009
30-01-2021 00:01,-49.63195594
30-01-2021 00:06,-51.53316952
30-01-2021 00:11,-50.02947625
30-01-2021 00:16,-49.45017447
30-01-2021 00:21,-51.23235253
30-01-2021 00:26,-50.86942229
30-01-2021 00:31,-50.57034869
30-01-2021 00:36,-51.1731428
30-01-2021 00:41,-49.18558299
30-01-2021 00:46,-51.44345681
30-01-2021 00:51,-50.58017698
30-01-2021 00:56,-48.90429486
30-01-2021 01:01,-50.0118082
30-01-2021 01:06,-49.27659013
30-01-2021 01:11,-51.21624242
30-01-2021 01:16,-52.21826515
30-01-2021 01:21,-50.18953611
30-01-2021 01:26,-49.44639115
30-01-2021 01:31,-49.30339292
30-01-2021 01:36,-50.06358154
30-01-2021 01:41,-51.75536718
30-01-2021 01:46,-49.38484942
30-01-2021 01:51,-49.40042633
30-01-2021 01:56,-48.19875806
30-01-2021 02:01,-49.01874898
30-01-2021 02:06,-50.61393836
30-01-2021 02:11,-48.91632788
30-01-2021 02:16,-51.33547745
30-01-2021 02:21,-50.58508625
30-01-2021 02:26,-50.226754
30-01-2021 02:31,-51.76094113
30-01-2021 02:36,-47.86472677
30-01-2021 02:41,-50.3347839
30-01-2021 02:46,-51.17058094
30-01-2021 02:51,-48.33418805
30-01-2021 02:56,-49.55588559
30-01-2021 03:01,-50.95427423
30-01-2021 03:06,-50.96284783
30-01-2021 03:11,-49.9879922
30-01-2021 03:16,-49.31518845
30-01-2021 03:21,-50.01090448
30-01-2021 03:26,-49.94380564
30-01-2021 03:31,-48.64992081
30-01-2021 03:36,-50.33673697
30-01-2021 03:41,-52.13756257
30-01-2021 03:46,-52.09710252
30-01-2021 03:51,-50.35034678
30-01-2021 03:56,-51.10984457
30-01-2021 04:01,-51.62101411
30-01-2021 04:06,-49.38466984
30-01-2021 04:11,-50.5363354
30-01-2021 04:16,-50.18835521
30-01-2021 04:21,-49.06656562
30-01-2021 04:26,-48.95528434
30-01-2021 04:31,-49.23988868
30-01-2021 04:36,-49.14725642
30-01-2021 04:41,-50.04286729
30-01-2021 04:46,-51.23964517
30-01-2021 04:51,-48.13875198
30-01-2021 04:56,-47.70498752
30-01-2021 05:01,-50.21665516
30-01-2021 05:06,-50.23247176
30-01-2021 05:11,-50.81499542
30-01-2021 05:16,-51.24005412
30-01-2021 05:21,-49.31991823
30-01-2021 05:26,-49.90178597
30-01-2021 05:31,-49.9581521
30-01-2021 05:36,-50.62753205
30-01-2021 05:41,-50.79959323
30-01-2021 05:46,-50.88594809
30-01-2021 05:51,-50.94812844
30-01-2021 05:56,-48.32528909
30-01-2021 06:01,-51.18637085
30-01-2021 06:06,-49.81916989
30-01-2021 06:11,-51.04394275
30-01-2021 06:16,-48.80458382
30-01-2021 06:21,-51.2707998
30-01-2021 06:26,-49.33279461
30-01-2021 06:31,-51.15648793
30-01-2021 06:36,-49.63900464
30-01-2021 06:41,-49.4081616
30-01-2021 06:46,-50.42299212
30-01-2021 06:51,-52.16534227
30-01-2021 06:56,-50.17285077
30-01-2021 07:01,-49.55848904
30-01-2021 07:06,-51.03255462
30-01-2021 07:11,-49.609665
30-01-2021 07:16,-49.22188273
30-01-2021 07:21,-50.57701403
30-01-2021 07:26,-49.97116606
30-01-2021 07:31,-49.19892806
30-01-2021 07:36,-50.78246632
30-01-2021 07:41,-50.53944816
30-01-2021 07:46,-49.77931712
30-01-2021 07:51,-48.86194274
30-01-2021 07:56,-48.87560225
30-01-2021 08:01,-48.55894835
30-01-2021 08:06,-51.05830028
30-01-2021 08:11,-49.86531959
30-01-2021 08:16,-49.47770532
30-01-2021 08:21,-50.95719037
30-01-2021 08:26,-49.65008156
30-01-2021 08:31,-50.07460708
30-01-2021 08:36,-48.98067397
30-01-2021 08:41,-49.13154145
30-01-2021 08:46,-48.69508579
30-01-2021 08:51,-51.71685813
30-01-2021 08:56,-50.56479637
30-01-2021 09:01,-49.99814639
30-01-2021 09:06,-48.91617658
30-01-2021 09:11,-51.16083917
30-01-2021 09:16,-51.72333515
30-01-2021 09:21,-49.6638368
30-01-2021 09:26,-51.53636645
30-01-2021 09:31,-50.26210758
30-01-2021 09:36,-51.47007833
30-01-2021 09:41,-51.91413351
30-01-2021 09:46,-48.77142465
30-01-2021 09:51,-48.28781836
30-01-2021 09:56,-48.92343666
30-01-2021 10:01,-50.66072103
30-01-2021 10:06,-50.32857273
30-01-2021 10:11,-49.30655509
30-01-2021 10:16,-52.18575358
30-01-2021 10:21,-50.5613624
30-01-2021 10:26,-49.9809008
30-01-2021 10:31,-49.54583821
30-01-2021 10:36,-48.17107354
30-01-2021 10:41,-50.32162489
30-01-2021 10:46,-49.83171469
30-01-2021 10:51,-49.59233421
30-01-2021 10:56,-50.40299847
30-01-2021 11:01,-51.419373
30-01-2021 11:06,-50.911456
30-01-2021 11:11,-50.80215077
30-01-2021 11:16,-49.00784906
30-01-2021 11:21,-50.4291857
30-01-2021 11:26,-51.78530081
30-01-2021 11:31,-50.40537025
30-01-2021 11:36,-49.84675447
30-01-2021 11:41,-48.89287799
30-01-2021 11:46,-49.20589182
30-01-2021 11:51,-49.17024864
30-01-2021 11:56,-51.29867936
30-01-2021 12:01,-51.22979039
30-01-2021 12:06,-47.92209073
30-01-2021 12:11,-48.12573576
30-01-2021 12:16,-50.17273728
30-01-2021 12:21,-49.41441138
30-01-2021 12:26,-49.60404855
28-01-2021 18:54,-51.7384816
28-01-2021 18:59,-51.36335734
28-01-2021 19:04,-50.84789401
28-01-2021 19:09,-48.65823589
28-01-2021 19:14,-51.35422646
28-01-2021 19:19,-50.4543895
28-01-2021 19:24,-48.94260606
28-01-2021 19:29,-49.33765447
28-01-2021 19:34,-50.83530855
28-01-2021 19:39,-50.95623393
28-01-2021 19:44,-48.86704427
28-01-2021 19:49,-48.81266602
28-01-2021 19:54,-49.51026606
28-01-2021 19:59,-49.60453988
28-01-2021 20:04,-50.17856209
28-01-2021 20:09,-51.18274357
28-01-2021 20:14,-50.07214763
28-01-2021 20:19,-49.39567632
28-01-2021 20:24,-48.87397923
28-01-2021 20:29,-49.12620382
28-01-2021 20:34,-49.54805675
28-01-2021 20:39,-48.91765752
28-01-2021 20:44,-49.39607085
28-01-2021 20:49,-48.86679827
28-01-2021 20:54,-48.95360239
28-01-2021 20:59,-50.36899068
28-01-2021 21:04,-49.35357398
28-01-2021 21:09,-49.68107349
28-01-2021 21:14,-50.8287502
28-01-2021 21:19,-48.92119328
28-01-2021 21:24,-49.92465817
28-01-2021 21:29,-50.00933753
28-01-2021 21:34,-50.94277581
28-01-2021 21:39,-50.24414559
28-01-2021 21:44,-50.34683919
28-01-2021 21:49,-50.14547954
28-01-2021 21:54,-48.81949149
28-01-2021 21:59,-51.01884324
28-01-2021 22:04,-48.38410787
28-01-2021 22:09,-49.66058049
28-01-2021 22:14,-51.28112531
28-01-2021 22:19,-48.92448364
28-01-2021 22:24,-48.44199811
28-01-2021 22:29,-47.21841308
28-01-2021 22:34,-49.77839595
28-01-2021 22:39,-50.55139253
28-01-2021 22:44,-51.33072983
28-01-2021 22:49,-50.32769147
28-01-2021 22:54,-50.69434589
28-01-2021 22:59,-48.75305365
28-01-2021 23:04,-49.44021565
28-01-2021 23:09,-49.69050232
28-01-2021 23:14,-50.28217401
28-01-2021 23:19,-50.90168793
28-01-2021 23:24,-50.63007019
28-01-2021 23:29,-50.1782414
28-01-2021 23:34,-52.35697349
28-01-2021 23:39,-48.84847648
28-01-2021 23:44,-50.1736733
28-01-2021 23:49,-47.9254504
28-01-2021 23:54,-49.16991109
28-01-2021 23:59,-49.74843051
29-01-2021 00:04,-50.86240744
29-01-2021 00:09,-50.48446255
29-01-2021 00:14,-51.99808139
29-01-2021 00:19,-49.77302603
29-01-2021 00:24,-50.63143678
29-01-2021 00:29,-48.45232353
29-01-2021 00:34,-50.2128411
29-01-2021 00:39,-50.51986053
29-01-2021 00:44,-49.97769556
29-01-2021 00:49,-50.10179653
29-01-2021 00:54,-49.12312632
29-01-2021 00:59,-49.1608387
29-01-2021 01:04,-50.36557116
29-01-2021 01:09,-49.71314294
29-01-2021 01:14,-50.69439254
29-01-2021 01:19,-52.13320655
29-01-2021 01:24,-50.86283583
29-01-2021 01:29,-49.73640951
29-01-2021 01:34,-49.62075486
29-01-2021 01:39,-49.85125943
29-01-2021 01:44,-50.13262294
29-01-2021 01:49,-51.57867455
29-01-2021 01:54,-48.94515549
29-01-2021 01:59,-50.40136283
29-01-2021 02:04,-51.16774795
29-01-2021 02:09,-49.30270606
29-01-2021 02:14,-49.27265145
29-01-2021 02:19,-50.4462599
29-01-2021 02:24,-49.54756422
29-01-2021 02:29,-49.08694027
29-01-2021 02:34,-50.1096132
29-01-2021 02:39,-50.4004895
29-01-2021 02:44,-50.95369629
29-01-2021 02:49,-49.72955058
29-01-2021 02:54,-51.42584967
29-01-2021 02:59,-50.31002388
29-01-2021 03:04,-50.40052876
29-01-2021 03:09,-49.6882464
29-01-2021 03:14,-50.23435263
29-01-2021 03:19,-50.46885752
29-01-2021 03:24,-49.55082363
29-01-2021 03:29,-50.65011903
29-01-2021 03:34,-49.34814028
29-01-2021 03:39,-51.01971176
29-01-2021 03:44,-50.71724979
29-01-2021 03:49,-50.08515937
29-01-2021 03:54,-47.79915928
29-01-2021 03:59,-52.07673169
29-01-2021 04:04,-49.82261771
29-01-2021 04:09,-49.03114757
29-01-2021 04:14,-49.81452166
29-01-2021 04:19,-48.85882436
29-01-2021 04:24,-50.61560164
29-01-2021 04:29,-50.44450868
29-01-2021 04:34,-51.67406325
29-01-2021 04:39,-49.93880366
29-01-2021 04:44,-49.42167472
29-01-2021 04:49,-50.3097394
29-01-2021 04:54,-51.6849827
29-01-2021 04:59,-50.33114563
29-01-2021 05:04,-50.51830374
29-01-2021 05:09,-48.09407866
29-01-2021 05:14,-49.17992907
29-01-2021 05:19,-49.16808074
29-01-2021 05:24,-49.68586571
29-01-2021 05:29,-49.9202433
29-01-2021 05:34,-50.26830424
29-01-2021 05:39,-51.42271473
29-01-2021 05:44,-46.79545517
29-01-2021 05:49,-49.77221598
29-01-2021 05:54,-48.1897352
29-01-2021 05:59,-49.29626885
29-01-2021 06:04,-49.98075789
29-01-2021 06:09,-50.02901794
29-01-2021 06:14,-50.56051556
29-01-2021 06:19,-49.69522874
29-01-2021 06:24,-50.1742776
29-01-2021 06:29,-50.92887774
29-01-2021 06:34,-51.31363673
29-01-2021 06:39,-49.99404263
29-01-2021 06:44,-48.87884535
29-01-2021 06:49,-48.84882997
29-01-2021 06:54,-50.40577328
29-01-2021 06:59,-48.92766425
29-01-2021 07:04,-51.03103398
29-01-2021 07:09,-50.16401261
29-01-2021 07:14,-49.49922801
29-01-2021 07:19,-50.84530186
29-01-2021 07:24,-51.20813919
29-01-2021 07:29,-48.85295664
29-01-2021 07:34,-48.20039901
29-01-2021 07:39,-49.02945972
29-01-2021 07:44,-50.75674115
29-01-2021 07:49,-48.90691283
29-01-2021 07:54,-50.86582017
29-01-2021 07:59,-48.76042871
29-01-2021 08:04,-49.22363826
29-01-2021 08:09,-49.65301522
29-01-2021 08:14,-50.3189406
29-01-2021 08:19,-49.47930364
29-01-2021 08:24,-49.2496277
29-01-2021 08:29,-50.85818754
29-01-2021 08:34,-50.60672671
29-01-2021 08:39,-51.10875878
29-01-2021 08:44,-50.57657526
29-01-2021 08:49,-49.19992729
29-01-2021 08:54,-49.19063246
29-01-2021 08:59,-49.94925517
29-01-2021 09:04,-49.49007289
29-01-2021 09:09,-49.20833403
29-01-2021 09:14,-49.48459903
29-01-2021 09:19,-50.4858119
29-01-2021 09:24,-49.32365154
29-01-2021 09:29,-48.57969359
29-01-2021 09:34,-47.91936422
29-01-2021 09:39,-52.33532945
29-01-2021 09:44,-49.56035848
29-01-2021 09:49,-50.04762997
29-01-2021 09:54,-50.67097372
29-01-2021 09:59,-50.06355269
29-01-2021 10:04,-52.07876754
29-01-2021 10:09,-47.98250121
29-01-2021 10:14,-49.61726147
29-01-2021 10:19,-51.11767044
29-01-2021 10:24,-51.01367274
29-01-2021 10:29,-47.54863174
29-01-2021 10:34,-50.34698981
29-01-2021 10:39,-50.27444796
29-01-2021 10:44,-48.5063024
29-01-2021 10:49,-50.36199283
29-01-2021 10:54,-48.97038808
29-01-2021 10:59,-52.58936485
29-01-2021 11:04,-51.60572403
29-01-2021 11:09,-51.68514694
29-01-2021 11:14,-49.79000021
29-01-2021 11:19,-51.40893741
29-01-2021 11:24,-50.51230043
29-01-2021 11:29,-49.75909784
29-01-2021 11:34,-50.54677315
29-01-2021 11:39,-49.87590226
29-01-2021 11:44,-48.88884633
29-01-2021 11:49,-51.15282732
29-01-2021 11:54,-51.56250521
29-01-2021 11:59,-50.45283752
29-01-2021 12:04,-50.04442368
29-01-2021 12:09,-50.98962415
29-01-2021 12:14,-49.86939519
29-01-2021 12:19,-47.9410039
29-01-2021 12:24,-49.54360439
29-01-2021 12:29,-51.61048739
29-01-2021 12:34,-50.20291525
29-01-2021 12:39,-50.54230764
29-01-2021 12:44,-51.84371019
29-01-2021 12:49,-49.117699
29-01-2021 12:54,-49.25285566
29-01-2021 12:59,-49.90010209
29-01-2021 13:04,-48.88103567
29-01-2021 13:09,-49.36613271
29-01-2021 13:14,-48.97233283
29-01-2021 13:19,-50.66887133
29-01-2021 13:24,-50.81093896
29-01-2021 13:29,-49.91299497
29-01-2021 13:34,-48.81164937
29-01-2021 13:39,-50.67894392
29-01-2021 13:44,-49.38370197
29-01-2021 13:49,-50.74867071
29-01-2021 13:54,-49.29549074
29-01-2021 13:59,-50.45061767
29-01-2021 14:04,-49.55135765
29-01-2021 14:09,-48.68991357
29-01-2021 14:14,-49.54557944
29-01-2021 14:19,-48.78242893
29-01-2021 14:24,-50.81598143
29-01-2021 14:29,-51.34988704
29-01-2021 14:34,-49.17041722
29-01-2021 14:39,-48.77649906
29-01-2021 14:44,-48.64191807
29-01-2021 14:49,-50.32743417
29-01-2021 14:54,-49.79410322
29-01-2021 14:59,-49.51209751
29-01-2021 15:04,-49.05384901
29-01-2021 15:09,-49.11973201
29-01-2021 15:14,-50.2953001
29-01-2021 15:19,-48.63560281
29-01-2021 15:24,-51.23542057
29-01-2021 15:29,-49.95486769
29-01-2021 15:34,-50.38268118
29-01-2021 15:39,-49.32232029
29-01-2021 15:44,-49.89847097
29-01-2021 15:49,-51.05511351
29-01-2021 15:54,-51.01978838
29-01-2021 15:59,-49.57555324
29-01-2021 16:04,-49.25508905
29-01-2021 16:09,-51.48107494
29-01-2021 16:14,-50.88190038
29-01-2021 16:19,-49.22421777
29-01-2021 16:24,-50.07135339
29-01-2021 16:29,-50.16209939
29-01-2021 16:34,-50.08326813
29-01-2021 16:39,-51.63570615
29-01-2021 16:44,-50.35105416
29-01-2021 16:49,-50.89961857
29-01-2021 16:54,-50.38689049
29-01-2021 16:59,-49.74246511
29-01-2021 17:04,-49.63476525
29-01-2021 17:09,-49.96434408
29-01-2021 17:14,-48.02364099
29-01-2021 17:19,-49.05091668
29-01-2021 17:24,-49.29621061
29-01-2021 17:29,-49.52135823
29-01-2021 17:34,-50.09121388
29-01-2021 17:39,-49.29784087
29-01-2021 17:44,-49.97761674
29-01-2021 17:49,-49.59607318
29-01-2021 17:54,-50.25712318
