timestamp,value,anomaly_score
29-01-2021 04:16,-0.35860991,7.55E-06
29-01-2021 04:21,1.57476927,9.15E-06
29-01-2021 04:26,-0.48153909,7.50E-06
29-01-2021 04:31,0.01435949,7.72E-06
29-01-2021 04:36,-0.69045286,7.44E-06
29-01-2021 04:41,-0.13792582,7.65E-06
29-01-2021 04:46,-0.00839413,7.71E-06
29-01-2021 04:51,1.60257052,9.23E-06
29-01-2021 04:56,-1.80088154,7.18E-06
29-01-2021 05:01,1.36164307,8.84E-06
29-01-2021 05:06,0.03944092,7.72E-06
29-01-2021 05:11,-0.72444076,7.42E-06
29-01-2021 05:16,0.77843702,8.20E-06
29-01-2021 05:21,0.11820958,7.76E-06
29-01-2021 05:26,-0.13396351,7.63E-06
29-01-2021 05:31,1.07718956,8.47E-06
29-01-2021 05:36,-0.59338879,7.46E-06
29-01-2021 05:41,-0.18802496,7.61E-06
29-01-2021 05:46,1.20074951,8.60E-06
29-01-2021 05:51,0.12483298,7.76E-06
29-01-2021 05:56,0.5278621,8.01E-06
29-01-2021 06:01,2.33889704,1.09E-05
29-01-2021 06:06,1.98676983,9.93E-06
29-01-2021 06:11,0.43153168,7.95E-06
29-01-2021 06:16,-1.50842918,7.24E-06
29-01-2021 06:21,1.97124149,9.95E-06
29-01-2021 06:26,0.82561404,8.27E-06
29-01-2021 06:31,0.9102255,8.35E-06
29-01-2021 06:36,0.75914402,8.21E-06
29-01-2021 06:41,-0.96665085,7.36E-06
29-01-2021 06:46,0.96611663,8.40E-06
29-01-2021 06:51,-0.96738318,7.37E-06
29-01-2021 06:56,0.87831796,8.32E-06
29-01-2021 07:01,-1.63528858,7.22E-06
29-01-2021 07:06,-0.10436152,7.67E-06
29-01-2021 07:11,-0.45475968,7.53E-06
29-01-2021 07:16,-0.34600656,7.57E-06
29-01-2021 07:21,-0.72573447,7.44E-06
29-01-2021 07:26,-0.29487504,7.60E-06
29-01-2021 07:31,-0.48829029,7.52E-06
29-01-2021 07:36,-1.03448695,7.36E-06
29-01-2021 07:41,1.00616073,8.45E-06
29-01-2021 07:46,-0.25849615,7.62E-06
29-01-2021 07:51,2.41134241,1.12E-05
29-01-2021 07:56,-0.66860544,7.47E-06
29-01-2021 08:01,0.84082949,8.30E-06
29-01-2021 08:06,-0.53337638,7.52E-06
29-01-2021 08:11,1.61312192,9.25E-06
29-01-2021 08:16,0.66631759,8.17E-06
29-01-2021 08:21,-0.45004851,7.55E-06
29-01-2021 08:26,-0.33974504,7.59E-06
29-01-2021 08:31,-0.35734952,7.58E-06
29-01-2021 08:36,0.73728678,8.20E-06
29-01-2021 08:41,0.46181783,8.00E-06
29-01-2021 08:46,-0.96268273,7.39E-06
29-01-2021 08:51,-1.29898325,7.31E-06
29-01-2021 08:56,-0.5493349,7.51E-06
29-01-2021 09:01,-1.08260013,7.36E-06
29-01-2021 09:06,0.55832086,8.07E-06
29-01-2021 09:11,-0.43689413,7.55E-06
29-01-2021 09:16,1.31965747,8.80E-06
29-01-2021 09:21,-1.10949332,7.35E-06
29-01-2021 09:26,-2.2805975,7.15E-06
29-01-2021 09:31,-0.75170165,7.45E-06
29-01-2021 09:36,0.62755203,8.12E-06
29-01-2021 09:41,-0.55559396,7.51E-06
29-01-2021 09:46,0.42184319,7.98E-06
29-01-2021 09:51,0.08845204,7.79E-06
29-01-2021 09:56,0.3245767,7.93E-06
29-01-2021 10:01,-1.28975047,7.32E-06
29-01-2021 10:06,-0.18642535,7.66E-06
29-01-2021 10:11,-0.00671033,7.74E-06
29-01-2021 10:16,0.35775086,7.94E-06
29-01-2021 10:21,0.35067561,7.93E-06
29-01-2021 10:26,-1.02727287,7.37E-06
29-01-2021 10:31,0.08278912,7.78E-06
29-01-2021 10:36,2.59069362,1.19E-05
29-01-2021 10:41,0.65795485,8.13E-06
29-01-2021 10:46,-0.22850441,7.63E-06
29-01-2021 10:51,-1.15587471,7.34E-06
29-01-2021 10:56,0.54653523,8.04E-06
29-01-2021 11:01,-0.53536786,7.51E-06
29-01-2021 11:06,0.38082689,7.93E-06
29-01-2021 11:11,-1.12427426,7.34E-06
29-01-2021 11:16,-1.38709154,7.28E-06
29-01-2021 11:21,0.95187517,8.38E-06
29-01-2021 11:26,0.69259138,8.16E-06
29-01-2021 11:31,0.12284527,7.79E-06
29-01-2021 11:36,-0.00624924,7.73E-06
29-01-2021 11:41,-1.00708893,7.37E-06
29-01-2021 11:46,0.85379591,8.31E-06
29-01-2021 11:51,-0.00372347,7.73E-06
29-01-2021 11:56,-0.26617033,7.61E-06
29-01-2021 12:01,0.524684,8.04E-06
29-01-2021 12:06,0.75419085,8.21E-06
29-01-2021 12:11,0.81596212,8.26E-06
29-01-2021 12:16,0.97822479,8.41E-06
29-01-2021 12:21,-1.09463021,7.34E-06
29-01-2021 12:26,-0.15663135,7.64E-06
29-01-2021 12:31,-0.74125844,7.43E-06
29-01-2021 12:36,1.12436039,8.51E-06
29-01-2021 12:41,-0.4087892,7.53E-06
29-01-2021 12:46,-0.60726617,7.46E-06
29-01-2021 12:51,1.63856228,9.16E-06
29-01-2021 12:56,-0.65923089,7.45E-06
29-01-2021 13:01,-0.73937943,7.42E-06
29-01-2021 13:06,0.52781604,8.00E-06
29-01-2021 13:11,1.95413728,9.76E-06
29-01-2021 13:16,0.07028504,7.73E-06
29-01-2021 13:21,-0.01966686,7.69E-06
29-01-2021 13:26,0.22808336,7.81E-06
29-01-2021 13:31,1.51258336,8.99E-06
29-01-2021 13:36,1.89700048,9.68E-06
29-01-2021 13:41,0.27800046,7.85E-06
29-01-2021 13:46,-0.5922103,7.47E-06
29-01-2021 13:51,0.94876394,8.36E-06
29-01-2021 13:56,-0.33441734,7.57E-06
29-01-2021 14:01,-1.35314392,7.27E-06
29-01-2021 14:06,0.21631558,7.83E-06
29-01-2021 14:11,-1.21844094,7.30E-06
29-01-2021 14:16,-1.9748259,7.17E-06
29-01-2021 14:21,0.30177743,7.88E-06
29-01-2021 14:26,-0.19495749,7.63E-06
29-01-2021 14:31,1.7058293,9.43E-06
29-01-2021 14:36,-0.40311175,7.55E-06
29-01-2021 14:41,-0.73394232,7.44E-06
29-01-2021 14:46,0.24388881,7.87E-06
29-01-2021 14:51,0.02792417,7.75E-06
29-01-2021 14:56,1.05291437,8.52E-06
29-01-2021 15:01,0.35304865,7.93E-06
29-01-2021 15:06,0.97722139,8.44E-06
29-01-2021 15:11,-0.17764903,7.65E-06
29-01-2021 15:16,-0.95055278,7.38E-06
29-01-2021 15:21,0.78064106,8.25E-06
29-01-2021 15:26,-0.38604872,7.56E-06
29-01-2021 15:31,1.11169448,8.55E-06
29-01-2021 15:36,1.2880786,8.74E-06
29-01-2021 15:41,-1.9010828,7.18E-06
29-01-2021 15:46,-0.02102669,7.69E-06
29-01-2021 15:51,1.08333461,8.47E-06
29-01-2021 15:56,1.50232676,8.98E-06
29-01-2021 16:01,0.86798394,8.26E-06
29-01-2021 16:06,0.69724892,8.12E-06
29-01-2021 16:11,-0.09101531,7.66E-06
29-01-2021 16:16,1.65140279,9.24E-06
29-01-2021 16:21,-0.95031764,7.37E-06
29-01-2021 16:26,0.76284512,8.20E-06
29-01-2021 16:31,-0.99446806,7.36E-06
29-01-2021 16:36,1.06680931,8.49E-06
29-01-2021 16:41,0.91156329,8.34E-06
29-01-2021 16:46,-0.70851347,7.44E-06
29-01-2021 16:51,0.88117188,8.31E-06
29-01-2021 16:56,0.35629735,7.92E-06
29-01-2021 17:01,0.90900387,8.34E-06
29-01-2021 17:06,-0.07802041,7.69E-06
29-01-2021 17:11,-0.4415328,7.54E-06
29-01-2021 17:16,0.89456414,8.34E-06
29-01-2021 17:21,-0.65029914,7.47E-06
29-01-2021 17:26,-0.66185557,7.47E-06
29-01-2021 17:31,-1.95300169,7.19E-06
29-01-2021 17:36,-0.41219872,7.56E-06
29-01-2021 17:41,-1.77039837,7.22E-06
29-01-2021 17:46,1.50963666,9.10E-06
29-01-2021 17:51,1.30559055,8.81E-06
29-01-2021 17:56,0.09906859,7.80E-06
29-01-2021 18:01,0.22403538,7.87E-06
29-01-2021 18:06,0.18659884,7.85E-06
29-01-2021 18:11,-0.79950991,7.44E-06
29-01-2021 18:16,1.04902028,8.52E-06
29-01-2021 18:21,-1.01659348,7.38E-06
29-01-2021 18:26,0.71239259,8.22E-06
29-01-2021 18:31,-0.50772063,7.54E-06
29-01-2021 18:36,-0.02853309,7.75E-06
29-01-2021 18:41,-1.5463682,7.27E-06
29-01-2021 18:46,1.07646827,8.57E-06
29-01-2021 18:51,-0.06917829,7.73E-06
29-01-2021 18:56,0.05335496,7.79E-06
29-01-2021 19:01,0.25995892,7.90E-06
29-01-2021 19:06,1.11167298,8.60E-06
29-01-2021 19:11,0.52425666,8.07E-06
29-01-2021 19:16,-0.00860682,7.75E-06
29-01-2021 19:21,-0.07471637,7.72E-06
29-01-2021 19:26,-1.67253542,7.25E-06
29-01-2021 19:31,-0.42430871,7.57E-06
29-01-2021 19:36,-0.17005766,7.68E-06
29-01-2021 19:41,-1.4360549,7.30E-06
29-01-2021 19:46,-0.69707776,7.49E-06
29-01-2021 19:51,0.54831223,8.10E-06
29-01-2021 19:56,-1.46376727,7.30E-06
29-01-2021 20:01,1.75339198,9.53E-06
29-01-2021 20:06,0.3096745,7.94E-06
29-01-2021 20:11,0.2224622,7.90E-06
29-01-2021 20:16,-0.10882094,7.73E-06
29-01-2021 20:21,0.15180501,7.86E-06
29-01-2021 20:26,0.23619041,7.92E-06
29-01-2021 20:31,-0.44173756,7.60E-06
29-01-2021 20:36,2.47514846,1.18E-05
29-01-2021 20:41,-0.31761087,7.65E-06
29-01-2021 20:46,-0.37599828,7.63E-06
29-01-2021 20:51,0.32345388,7.98E-06
29-01-2021 20:56,0.94107684,8.47E-06
29-01-2021 21:01,-1.71294168,7.26E-06
29-01-2021 21:06,0.64927992,8.19E-06
29-01-2021 21:11,-0.01480267,7.77E-06
29-01-2021 21:16,-0.97052684,7.42E-06
29-01-2021 21:21,-0.38923368,7.61E-06
29-01-2021 21:26,0.49564343,8.07E-06
29-01-2021 21:31,-1.14112799,7.38E-06
29-01-2021 21:36,-0.46279405,7.58E-06
29-01-2021 21:41,-2.7016548,7.15E-06
29-01-2021 21:46,-0.13548434,7.72E-06
29-01-2021 21:51,1.3513527,8.90E-06
29-01-2021 21:56,-0.59268263,7.54E-06
29-01-2021 22:01,-0.72901281,7.50E-06
29-01-2021 22:06,2.15765172,1.05E-05
29-01-2021 22:11,1.56652337,9.24E-06
29-01-2021 22:16,-0.15056823,7.73E-06
29-01-2021 22:21,-1.37618711,7.34E-06
29-01-2021 22:26,0.98209536,8.50E-06
29-01-2021 22:31,-0.67955592,7.52E-06
29-01-2021 22:36,0.57001223,8.14E-06
29-01-2021 22:41,-1.71612679,7.27E-06
29-01-2021 22:46,0.19311286,7.89E-06
29-01-2021 22:51,-0.4615964,7.59E-06
29-01-2021 22:56,-0.61392392,7.54E-06
29-01-2021 23:01,-0.07293698,7.75E-06
29-01-2021 23:06,-0.75928966,7.49E-06
29-01-2021 23:11,-1.89651756,7.25E-06
29-01-2021 23:16,-1.00628607,7.42E-06
29-01-2021 23:21,-0.15448525,7.72E-06
29-01-2021 23:26,-2.74710578,7.15E-06
29-01-2021 23:31,0.70684499,8.24E-06
29-01-2021 23:36,-0.42792998,7.61E-06
29-01-2021 23:41,-0.51487079,7.58E-06
29-01-2021 23:46,1.18236975,8.72E-06
29-01-2021 23:51,-0.16934797,7.72E-06
29-01-2021 23:56,-0.27659009,7.68E-06
30-01-2021 00:01,0.36804406,8.02E-06
30-01-2021 00:06,-1.53316952,7.32E-06
30-01-2021 00:11,-0.02947625,7.80E-06
30-01-2021 00:16,0.54982553,8.16E-06
30-01-2021 00:21,-1.23235253,7.38E-06
30-01-2021 00:26,-0.86942229,7.48E-06
30-01-2021 00:31,-0.57034869,7.57E-06
30-01-2021 00:36,-1.1731428,7.39E-06
30-01-2021 00:41,0.81441701,8.35E-06
30-01-2021 00:46,-1.44345681,7.33E-06
30-01-2021 00:51,-0.58017698,7.55E-06
30-01-2021 00:56,1.09570514,8.60E-06
30-01-2021 01:01,-0.0118082,7.78E-06
30-01-2021 01:06,0.72340987,8.25E-06
30-01-2021 01:11,-1.21624242,7.37E-06
30-01-2021 01:16,-2.21826515,7.20E-06
30-01-2021 01:21,-0.18953611,7.69E-06
30-01-2021 01:26,0.55360885,8.11E-06
30-01-2021 01:31,0.69660708,8.21E-06
30-01-2021 01:36,-0.06358154,7.74E-06
30-01-2021 01:41,-1.75536718,7.26E-06
30-01-2021 01:46,0.61515058,8.13E-06
30-01-2021 01:51,0.59957367,8.12E-06
30-01-2021 01:56,1.80124194,9.53E-06
30-01-2021 02:01,0.98125102,8.43E-06
30-01-2021 02:06,-0.61393836,7.51E-06
30-01-2021 02:11,1.08367212,8.52E-06
30-01-2021 02:16,-1.33547745,7.33E-06
30-01-2021 02:21,-0.58508625,7.52E-06
30-01-2021 02:26,-0.226754,7.65E-06
30-01-2021 02:31,-1.76094113,7.25E-06
30-01-2021 02:36,2.13527323,1.03E-05
30-01-2021 02:41,-0.3347839,7.62E-06
30-01-2021 02:46,-1.17058094,7.37E-06
30-01-2021 02:51,1.66581195,9.38E-06
30-01-2021 02:56,0.44411441,8.04E-06
30-01-2021 03:01,-0.95427423,7.42E-06
30-01-2021 03:06,-0.96284783,7.42E-06
30-01-2021 03:11,0.0120078,7.79E-06
30-01-2021 03:16,0.68481155,8.23E-06
30-01-2021 03:21,-0.01090448,7.78E-06
30-01-2021 03:26,0.05619436,7.82E-06
30-01-2021 03:31,1.35007919,8.95E-06
30-01-2021 03:36,-0.33673697,7.64E-06
30-01-2021 03:41,-2.13756257,7.20E-06
30-01-2021 03:46,-2.09710252,7.20E-06
30-01-2021 03:51,-0.35034678,7.63E-06
30-01-2021 03:56,-1.10984457,7.38E-06
30-01-2021 04:01,-1.62101411,7.27E-06
30-01-2021 04:06,0.61533016,8.16E-06
30-01-2021 04:11,-0.5363354,7.55E-06
30-01-2021 04:16,-0.18835521,7.68E-06
30-01-2021 04:21,0.93343438,8.41E-06
30-01-2021 04:26,1.04471566,8.52E-06
30-01-2021 04:31,0.76011132,8.26E-06
30-01-2021 04:36,0.85274358,8.33E-06
30-01-2021 04:41,-0.04286729,7.74E-06
30-01-2021 04:46,-1.23964517,7.34E-06
30-01-2021 04:51,1.86124802,9.68E-06
30-01-2021 04:56,2.29501248,1.07E-05
30-01-2021 05:01,-0.21665516,7.65E-06
30-01-2021 05:06,-0.23247176,7.64E-06
30-01-2021 05:11,-0.81499542,7.44E-06
30-01-2021 05:16,-1.24005412,7.33E-06
30-01-2021 05:21,0.68008177,8.15E-06
30-01-2021 05:26,0.09821403,7.79E-06
30-01-2021 05:31,0.0418479,7.76E-06
30-01-2021 05:36,-0.62753205,7.50E-06
30-01-2021 05:41,-0.79959323,7.45E-06
30-01-2021 05:46,-0.88594809,7.43E-06
30-01-2021 05:51,-0.94812844,7.41E-06
30-01-2021 05:56,1.67471091,9.38E-06
30-01-2021 06:01,-1.18637085,7.36E-06
30-01-2021 06:06,0.18083011,7.87E-06
30-01-2021 06:11,-1.04394275,7.40E-06
30-01-2021 06:16,1.19541618,8.74E-06
30-01-2021 06:21,-1.2707998,7.34E-06
30-01-2021 06:26,0.66720539,8.23E-06
30-01-2021 06:31,-1.15648793,7.38E-06
30-01-2021 06:36,0.36099536,8.02E-06
30-01-2021 06:41,0.5918384,8.18E-06
30-01-2021 06:46,-0.42299212,7.61E-06
30-01-2021 06:51,-2.16534227,7.19E-06
30-01-2021 06:56,-0.17285077,7.71E-06
30-01-2021 07:01,0.44151096,8.05E-06
30-01-2021 07:06,-1.03255462,7.40E-06
30-01-2021 07:11,0.390335,8.00E-06
30-01-2021 07:16,0.77811727,8.29E-06
30-01-2021 07:21,-0.57701403,7.53E-06
30-01-2021 07:26,0.02883394,7.78E-06
30-01-2021 07:31,0.80107194,8.28E-06
30-01-2021 07:36,-0.78246632,7.46E-06
30-01-2021 07:41,-0.53944816,7.53E-06
30-01-2021 07:46,0.22068288,7.86E-06
30-01-2021 07:51,1.13805726,8.58E-06
30-01-2021 07:56,1.12439775,8.56E-06
30-01-2021 08:01,1.44105165,8.94E-06
30-01-2021 08:06,-1.05830028,7.38E-06
30-01-2021 08:11,0.13468041,7.81E-06
30-01-2021 08:16,0.52229468,8.05E-06
30-01-2021 08:21,-0.95719037,7.40E-06
30-01-2021 08:26,0.34991844,7.94E-06
30-01-2021 08:31,-0.07460708,7.71E-06
30-01-2021 08:36,1.01932603,8.46E-06
30-01-2021 08:41,0.86845855,8.32E-06
30-01-2021 08:46,1.30491421,8.77E-06
30-01-2021 08:51,-1.71685813,7.24E-06
30-01-2021 08:56,-0.56479637,7.52E-06
30-01-2021 09:01,0.00185361,7.75E-06
30-01-2021 09:06,1.08382342,8.55E-06
30-01-2021 09:11,-1.16083917,7.35E-06
30-01-2021 09:16,-1.72333515,7.24E-06
30-01-2021 09:21,0.3361632,7.94E-06
30-01-2021 09:26,-1.53636645,7.27E-06
30-01-2021 09:31,-0.26210758,7.64E-06
30-01-2021 09:36,-1.47007833,7.29E-06
30-01-2021 09:41,-1.91413351,7.21E-06
30-01-2021 09:46,1.22857535,8.71E-06
30-01-2021 09:51,1.71218164,9.42E-06
30-01-2021 09:56,1.07656334,8.55E-06
30-01-2021 10:01,-0.66072103,7.49E-06
30-01-2021 10:06,-0.32857273,7.62E-06
30-01-2021 10:11,0.69344491,8.20E-06
30-01-2021 10:16,-2.18575358,7.18E-06
30-01-2021 10:21,-0.5613624,7.53E-06
30-01-2021 10:26,0.0190992,7.77E-06
30-01-2021 10:31,0.45416179,8.01E-06
30-01-2021 10:36,1.82892646,9.63E-06
30-01-2021 10:41,-0.32162489,7.60E-06
30-01-2021 10:46,0.16828531,7.82E-06
30-01-2021 10:51,0.40766579,7.96E-06
30-01-2021 10:56,-0.40299847,7.56E-06
30-01-2021 11:01,-1.419373,7.28E-06
30-01-2021 11:06,-0.911456,7.39E-06
30-01-2021 11:11,-0.80215077,7.42E-06
30-01-2021 11:16,0.99215094,8.37E-06
30-01-2021 11:21,-0.4291857,7.53E-06
30-01-2021 11:26,-1.78530081,7.21E-06
30-01-2021 11:31,-0.40537025,7.55E-06
30-01-2021 11:36,0.15324553,7.80E-06
30-01-2021 11:41,1.10712201,8.52E-06
30-01-2021 11:46,0.79410818,8.23E-06
30-01-2021 11:51,0.82975136,8.26E-06
30-01-2021 11:56,-1.29867936,7.30E-06
30-01-2021 12:01,-1.22979039,7.31E-06
30-01-2021 12:06,2.07790927,1.01E-05
30-01-2021 12:11,1.87426424,9.66E-06
30-01-2021 12:16,-0.17273728,7.64E-06
30-01-2021 12:21,0.58558862,8.07E-06
30-01-2021 12:26,0.39595145,7.94E-06
28-01-2021 18:54,-1.7384816,7.21E-06
28-01-2021 18:59,-1.36335734,7.28E-06
28-01-2021 19:04,-0.84789401,7.40E-06
28-01-2021 19:09,1.34176411,8.81E-06
28-01-2021 19:14,-1.35422646,7.28E-06
28-01-2021 19:19,-0.4543895,7.52E-06
28-01-2021 19:24,1.05739394,8.46E-06
28-01-2021 19:29,0.66234553,8.11E-06
28-01-2021 19:34,-0.83530855,7.40E-06
28-01-2021 19:39,-0.95623393,7.36E-06
28-01-2021 19:44,1.13295573,8.53E-06
28-01-2021 19:49,1.18733398,8.60E-06
28-01-2021 19:54,0.48973394,7.99E-06
28-01-2021 19:59,0.39546012,7.93E-06
28-01-2021 20:04,-0.17856209,7.63E-06
28-01-2021 20:09,-1.18274357,7.31E-06
28-01-2021 20:14,-0.07214763,7.68E-06
28-01-2021 20:19,0.60432368,8.07E-06
28-01-2021 20:24,1.12602077,8.54E-06
28-01-2021 20:29,0.87379618,8.30E-06
28-01-2021 20:34,0.45194325,7.97E-06
28-01-2021 20:39,1.08234248,8.51E-06
28-01-2021 20:44,0.60392915,8.08E-06
28-01-2021 20:49,1.13320173,8.57E-06
28-01-2021 20:54,1.04639761,8.47E-06
28-01-2021 20:59,-0.36899068,7.55E-06
28-01-2021 21:04,0.64642602,8.11E-06
28-01-2021 21:09,0.31892651,7.88E-06
28-01-2021 21:14,-0.8287502,7.39E-06
28-01-2021 21:19,1.07880672,8.48E-06
28-01-2021 21:24,0.07534183,7.74E-06
28-01-2021 21:29,-0.00933753,7.70E-06
28-01-2021 21:34,-0.94277581,7.37E-06
28-01-2021 21:39,-0.24414559,7.61E-06
28-01-2021 21:44,-0.34683919,7.57E-06
28-01-2021 21:49,-0.14547954,7.65E-06
28-01-2021 21:54,1.18050851,8.61E-06
28-01-2021 21:59,-1.01884324,7.35E-06
28-01-2021 22:04,1.61589213,9.23E-06
28-01-2021 22:09,0.33941951,7.92E-06
28-01-2021 22:14,-1.28112531,7.30E-06
28-01-2021 22:19,1.07551636,8.54E-06
28-01-2021 22:24,1.55800189,9.19E-06
28-01-2021 22:29,2.78158692,1.31E-05
28-01-2021 22:34,0.22160405,7.86E-06
28-01-2021 22:39,-0.55139253,7.51E-06
28-01-2021 22:44,-1.33072983,7.29E-06
28-01-2021 22:49,-0.32769147,7.59E-06
28-01-2021 22:54,-0.69434589,7.46E-06
28-01-2021 22:59,1.24694635,8.72E-06
28-01-2021 23:04,0.55978435,8.07E-06
28-01-2021 23:09,0.30949768,7.91E-06
28-01-2021 23:14,-0.28217401,7.61E-06
28-01-2021 23:19,-0.90168793,7.40E-06
28-01-2021 23:24,-0.63007019,7.48E-06
28-01-2021 23:29,-0.1782414,7.66E-06
28-01-2021 23:34,-2.35697349,7.14E-06
28-01-2021 23:39,1.15152352,8.62E-06
28-01-2021 23:44,-0.1736733,7.66E-06
28-01-2021 23:49,2.0745496,1.02E-05
28-01-2021 23:54,0.83008891,8.30E-06
28-01-2021 23:59,0.25156949,7.89E-06
29-01-2021 00:04,-0.86240744,7.43E-06
29-01-2021 00:09,-0.48446255,7.56E-06
29-01-2021 00:14,-1.99808139,7.20E-06
29-01-2021 00:19,0.22697397,7.89E-06
29-01-2021 00:24,-0.63143678,7.51E-06
29-01-2021 00:29,1.54767647,9.18E-06
29-01-2021 00:34,-0.2128411,7.66E-06
29-01-2021 00:39,-0.51986053,7.54E-06
