timestamp,value,probability,anomaly_tag
1709353800,-3.3000000000000003,1.0,1
1709354100,-3.4000000000000004,1.0,1
1709354400,-3.5,1.0,1
1709354700,-1.0,1.0,1
1709355000,-1.1,1.0,1
1709355300,-1.2,1.0,1
1709355600,-1.3,1.0,1
1709355900,-1.4,1.0,1
1709356200,-1.5,1.0,1
1709356500,-1.6,1.0,1
1709356800,-1.7000000000000002,1.0,1
1709357100,-1.8,1.0,1
1709357400,-1.9,1.0,1
1709357700,-2.0,1.0,1
1709358000,-2.1,1.0,1
1709358300,-2.2,1.0,1
1709358600,-2.3,1.0,1
1709358900,-2.4000000000000004,1.0,1
1709359200,-2.5,1.0,1
1709359500,-2.6,1.0,1
1709359800,-2.7,1.0,1
1709360100,-2.8,1.0,1
1709360400,-2.9000000000000004,1.0,1
1709360700,-3.0,1.0,1
1709361000,5.212651751071798,0.0,0
1709361300,3.871812446928466,0.0,0
1709361600,5.726239179881984,0.0,0
1709361900,4.909258420704663,0.0,0
1709362200,4.540694380515597,0.0,0
1709362500,5.253388256998439,0.0,0
1709362800,-1.0,1.0,1
1709363100,-1.1,1.0,1
1709363400,-1.2,1.0,1
1709363700,-1.3,1.0,1
1709364000,-1.4,1.0,1
1709364300,-1.5,1.0,1
1709364600,-1.6,1.0,1
1709364900,-1.7000000000000002,1.0,1
1709365200,-1.8,1.0,1
1709365500,-1.9,1.0,1
1709365800,-2.0,1.0,1
1709366100,-2.1,1.0,1
1709366400,-2.2,1.0,1
1709366700,-2.3,1.0,1
1709367000,4.215251420198375,0.0,0
1709367300,3.8056402702535816,0.0,0
1709367600,6.06877464621582,0.0,0
1709367900,4.593550599371146,0.0,0
1709368200,-1.0,1.0,1
1709368500,-1.1,1.0,1
1709368800,-1.2,1.0,1
1709369100,-1.3,1.0,1
1709369400,-1.4,1.0,1
1709369700,-1.5,1.0,1
1709370000,-1.6,1.0,1
1709370300,-1.7000000000000002,1.0,1
1709370600,-1.8,1.0,1
1709370900,-1.9,1.0,1
1709371200,-2.0,1.0,1
1709371500,-2.1,1.0,1
1709371800,-2.2,1.0,1
1709372100,-2.3,1.0,1
1709372400,-2.4000000000000004,1.0,1
1709372700,-2.5,1.0,1
1709373000,-2.6,1.0,1
1709373300,-2.7,1.0,1
1709373600,-2.8,1.0,1
1709373900,5.110313308645735,0.0,0
1709374200,5.3467382810593005,0.0,0
1709374500,5.993276975227353,0.0,0
1709374800,4.722244746761811,0.0,0
1709375100,4.591997399529235,0.0,0
1709375400,4.841956493079636,0.0,0
1709375700,4.670448255581419,0.0,0
1709376000,5.658077752664842,0.0,0
1709376300,4.80536273145956,0.0,0
1709376600,5.314765400378305,0.0,0
1709376900,-1.0,1.0,1
1709377200,-1.1,1.0,1
1709377500,-1.2,1.0,1
1709377800,-1.3,1.0,1
1709378100,-1.4,1.0,1
1709378400,4.878525484501069,0.0,0
1709378700,5.0365379642702965,0.0,0
1709379000,-1.0,1.0,1
1709379300,-1.1,1.0,1
1709379600,-1.2,1.0,1
1709379900,-1.3,1.0,1
1709380200,-1.4,1.0,1
1709380500,-1.5,1.0,1
1709380800,-1.6,1.0,1
1709381100,-1.7000000000000002,1.0,1
1709381400,-1.8,1.0,1
1709381700,-1.9,1.0,1
1709382000,-2.0,1.0,1
1709382300,-2.1,1.0,1
1709382600,-2.2,1.0,1
1709382900,-2.3,1.0,1
1709383200,-2.4000000000000004,1.0,1
1709383500,-2.5,1.0,1
1709383800,-2.6,1.0,1
1709384100,-2.7,1.0,1
1709384400,-2.8,1.0,1
1709384700,-2.9000000000000004,1.0,1
1709385000,-3.0,1.0,1
1709385300,-3.1,1.0,1
1709385600,-3.2,1.0,1
1709385900,-3.3000000000000003,1.0,1
1709386200,-3.4000000000000004,1.0,1
1709386500,-3.5,1.0,1
1709386800,-3.6,1.0,1
1709387100,-3.7,1.0,1
1709387400,4.630919793337202,0.0,0
1709387700,6.266790584969751,0.0,0
1709388000,9.0,0.8,1
1709388300,9.1,0.82,1
1709388600,9.2,0.8399999999999999,1
1709388900,9.3,0.8600000000000001,1
1709389200,9.4,0.8800000000000001,1
1709389500,9.5,0.9,1
1709389800,9.6,0.9199999999999999,1
1709390100,9.0,0.8,1
1709390400,9.1,0.82,1
1709390700,9.2,0.8399999999999999,1
1709391000,9.3,0.8600000000000001,1
1709391300,9.4,0.8800000000000001,1
1709391600,9.5,0.9,1
1709391900,9.6,0.9199999999999999,1
1709392200,9.7,0.9399999999999998,1
1709392500,9.8,0.9600000000000002,1
1709392800,9.9,0.9800000000000001,1
1709393100,10.0,1.0,1
1709393400,10.1,1.0,1
1709393700,10.2,1.0,1
1709394000,10.3,1.0,1
1709394300,4.708140340368583,0.0,0
1709394600,5.124558956771432,0.0,0
1709394900,4.626657701056232,0.0,0
1709395200,4.786706815450184,0.0,0
1709395500,5.217208347165482,0.0,0
1709395800,5.348788480421434,0.0,0
1709396100,5.331042206279045,0.0,0
1709396400,4.57392322524351,0.0,0
1709396700,-1.0,1.0,1
1709397000,-1.1,1.0,1
1709397300,-1.2,1.0,1
1709397600,-1.3,1.0,1
1709397900,-1.4,1.0,1
1709398200,-1.5,1.0,1
1709398500,-1.6,1.0,1
1709398800,-1.7000000000000002,1.0,1
1709399100,-1.8,1.0,1
1709399400,-1.9,1.0,1
1709399700,-2.0,1.0,1
1709400000,-2.1,1.0,1
1709400300,-2.2,1.0,1
1709400600,-2.3,1.0,1
1709400900,-2.4000000000000004,1.0,1
1709401200,-2.5,1.0,1
1709401500,-2.6,1.0,1
1709401800,-2.7,1.0,1
1709402100,-2.8,1.0,1
1709402400,-2.9000000000000004,1.0,1
1709402700,4.598478363091272,0.0,0
1709403000,-1.0,1.0,1
1709403300,-1.1,1.0,1
1709403600,-1.2,1.0,1
1709403900,-1.3,1.0,1
1709404200,-1.4,1.0,1
1709404500,-1.5,1.0,1
1709404800,-1.6,1.0,1
1709405100,-1.7000000000000002,1.0,1
1709405400,-1.8,1.0,1
1709405700,5.697162390648065,0.0,0
1709406000,4.755250788337222,0.0,0
1709406300,-1.0,1.0,1
1709406600,-1.1,1.0,1
1709406900,-1.2,1.0,1
1709407200,-1.3,1.0,1
1709407500,-1.4,1.0,1
1709407800,-1.5,1.0,1
1709408100,-1.6,1.0,1
1709408400,-1.7000000000000002,1.0,1
1709408700,-1.8,1.0,1
1709409000,-1.9,1.0,1
1709409300,-2.0,1.0,1
1709409600,-2.1,1.0,1
1709409900,-2.2,1.0,1
1709410200,-2.3,1.0,1
1709410500,-2.4000000000000004,1.0,1
1709410800,-2.5,1.0,1
1709411100,-2.6,1.0,1
1709411400,-2.7,1.0,1
1709411700,-2.8,1.0,1
1709412000,-2.9000000000000004,1.0,1
1709412300,-3.0,1.0,1
1709412600,-3.1,1.0,1
1709412900,-3.2,1.0,1
1709413200,-3.3000000000000003,1.0,1
1709413500,5.15697383358348,0.0,0
1709413800,5.235225133839558,0.0,0
1709414100,4.92528485144379,0.0,0
1709414400,4.488044034777214,0.0,0
1709414700,4.991431671376943,0.0,0
1709415000,4.13560835671591,0.0,0
1709415300,9.0,0.8,1
1709415600,9.1,0.82,1
1709415900,9.2,0.8399999999999999,1
1709416200,9.3,0.8600000000000001,1
1709416500,9.4,0.8800000000000001,1
1709416800,9.5,0.9,1
1709417100,9.6,0.9199999999999999,1
1709417400,9.7,0.9399999999999998,1
1709417700,9.8,0.9600000000000002,1
1709418000,9.9,0.9800000000000001,1
1709418300,10.0,1.0,1
1709418600,10.1,1.0,1
1709418900,10.2,1.0,1
1709419200,10.3,1.0,1
1709419500,10.4,1.0,1
1709419800,10.5,1.0,1
1709420100,10.6,1.0,1
1709420400,10.7,1.0,1
1709420700,10.8,1.0,1
1709421000,10.9,1.0,1
1709421300,5.161590592551523,0.0,0
1709421600,-1.0,1.0,1
1709421900,-1.1,1.0,1
1709422200,-1.2,1.0,1
1709422500,-1.3,1.0,1
1709422800,-1.4,1.0,1
1709423100,-1.5,1.0,1
1709423400,-1.6,1.0,1
1709423700,-1.7000000000000002,1.0,1
1709424000,-1.8,1.0,1
1709424300,-1.9,1.0,1
1709424600,-2.0,1.0,1
1709424900,5.5850718400506505,0.0,0
1709425200,4.911765571098717,0.0,0
1709425500,5.247758872565375,0.0,0
1709425800,4.661765268317615,0.0,0
1709426100,5.146979942665234,0.0,0
1709426400,4.6958340947773225,0.0,0
1709426700,4.7173770166290065,0.0,0
1709427000,5.139229962414582,0.0,0
1709427300,9.0,0.8,1
1709427600,9.1,0.82,1
1709427900,9.2,0.8399999999999999,1
1709428200,9.3,0.8600000000000001,1
1709428500,9.4,0.8800000000000001,1
1709428800,9.5,0.9,1
1709429100,9.6,0.9199999999999999,1
1709429400,9.7,0.9399999999999998,1
1709429700,9.8,0.9600000000000002,1
1709430000,9.9,0.9800000000000001,1
1709430300,10.0,1.0,1
1709430600,10.1,1.0,1
1709430900,10.2,1.0,1
1709431200,10.3,1.0,1
1709431500,10.4,1.0,1
1709431800,10.5,1.0,1
1709432100,10.6,1.0,1
1709432400,10.7,1.0,1
1709432700,10.8,1.0,1
1709433000,10.9,1.0,1
1709433300,4.568933467248538,0.0,0
1709433600,4.871931708972892,0.0,0
1709433900,5.5145957739212115,0.0,0
1709434200,4.904036882021944,0.0,0
1709434500,4.988892118404566,0.0,0
1709434800,4.826804816647917,0.0,0
1709435100,5.193631136202853,0.0,0
1709435400,4.503661433868606,0.0,0
1709435700,4.934743910925885,0.0,0
1709436000,5.241027033259365,0.0,0
1709436300,9.0,0.8,1
1709436600,9.1,0.82,1
1709436900,9.2,0.8399999999999999,1
1709437200,9.3,0.8600000000000001,1
1709437500,9.4,0.8800000000000001,1
1709437800,9.5,0.9,1
1709438100,9.6,0.9199999999999999,1
1709438400,9.7,0.9399999999999998,1
1709438700,9.8,0.9600000000000002,1
1709439000,9.9,0.9800000000000001,1
1709439300,9.0,0.8,1
1709439600,9.1,0.82,1
1709439900,9.2,0.8399999999999999,1
1709440200,9.3,0.8600000000000001,1
1709440500,9.4,0.8800000000000001,1
1709440800,9.5,0.9,1
1709441100,9.6,0.9199999999999999,1
1709441400,9.7,0.9399999999999998,1
1709441700,9.8,0.9600000000000002,1
1709442000,9.9,0.9800000000000001,1
1709442300,10.0,1.0,1
1709442600,10.1,1.0,1
1709442900,10.2,1.0,1
1709443200,10.3,1.0,1
1709443500,10.4,1.0,1
1709443800,10.5,1.0,1
1709444100,9.0,0.8,1
1709444400,9.1,0.82,1
1709444700,9.2,0.8399999999999999,1
1709445000,9.3,0.8600000000000001,1
1709445300,9.4,0.8800000000000001,1
1709445600,9.5,0.9,1
1709445900,9.6,0.9199999999999999,1
1709446200,9.7,0.9399999999999998,1
1709446500,9.8,0.9600000000000002,1
1709446800,9.9,0.9800000000000001,1
1709447100,10.0,1.0,1
1709447400,10.1,1.0,1
1709447700,10.2,1.0,1
1709448000,10.3,1.0,1
1709448300,10.4,1.0,1
1709448600,10.5,1.0,1
1709448900,10.6,1.0,1
1709449200,10.7,1.0,1
1709449500,10.8,1.0,1
1709449800,5.506144413668206,0.0,0
1709450100,4.360207113056019,0.0,0
1709450400,4.57891193448344,0.0,0
1709450700,-1.0,1.0,1
1709451000,-1.1,1.0,1
1709451300,-1.2,1.0,1
1709451600,-1.3,1.0,1
1709451900,-1.4,1.0,1
1709452200,-1.5,1.0,1
1709452500,-1.6,1.0,1
1709452800,-1.7000000000000002,1.0,1
1709453100,-1.8,1.0,1
1709453400,-1.9,1.0,1
1709453700,-2.0,1.0,1
1709454000,-2.1,1.0,1
1709454300,-2.2,1.0,1
1709454600,-2.3,1.0,1
1709454900,-2.4000000000000004,1.0,1
1709455200,-2.5,1.0,1
1709455500,-2.6,1.0,1
1709455800,-2.7,1.0,1
1709456100,-2.8,1.0,1
1709456400,-2.9000000000000004,1.0,1
1709456700,-3.0,1.0,1
1709457000,-3.1,1.0,1
1709457300,-3.2,1.0,1
1709457600,-3.3000000000000003,1.0,1
1709457900,-3.4000000000000004,1.0,1
1709458200,-3.5,1.0,1
1709458500,4.41973336723942,0.0,0
1709458800,4.914030044769752,0.0,0
1709459100,4.639637191250249,0.0,0
1709459400,5.277634588184672,0.0,0
1709459700,4.375489908032062,0.0,0
1709460000,4.52105886918108,0.0,0
1709460300,4.197293105714973,0.0,0
1709460600,6.036648576460555,0.0,0
1709460900,4.1044391813505845,0.0,0
1709461200,6.010810978763373,0.0,0
1709461500,-1.0,1.0,1
1709461800,-1.1,1.0,1
1709462100,-1.2,1.0,1
1709462400,-1.3,1.0,1
1709462700,-1.4,1.0,1
1709463000,-1.5,1.0,1
1709463300,-1.6,1.0,1
1709463600,-1.7000000000000002,1.0,1
1709463900,-1.8,1.0,1
1709464200,-1.9,1.0,1
1709464500,-2.0,1.0,1
1709464800,-2.1,1.0,1
1709465100,-2.2,1.0,1
1709465400,-2.3,1.0,1
1709465700,9.0,0.8,1
1709466000,9.1,0.82,1
1709466300,9.2,0.8399999999999999,1
1709466600,9.3,0.8600000000000001,1
1709466900,9.4,0.8800000000000001,1
1709467200,9.5,0.9,1
1709467500,9.6,0.9199999999999999,1
1709467800,9.7,0.9399999999999998,1
1709468100,9.8,0.9600000000000002,1
1709468400,9.9,0.9800000000000001,1
1709468700,10.0,1.0,1
1709469000,10.1,1.0,1
1709469300,10.2,1.0,1
1709469600,10.3,1.0,1
1709469900,10.4,1.0,1
1709470200,10.5,1.0,1
1709470500,10.6,1.0,1
1709470800,3.961810813745493,0.0,0
1709471100,5.17728651465391,0.0,0
1709471400,4.341592478860005,0.0,0
1709471700,9.0,0.8,1
1709472000,9.1,0.82,1
1709472300,9.2,0.8399999999999999,1
1709472600,9.3,0.8600000000000001,1
1709472900,9.4,0.8800000000000001,1
1709473200,9.5,0.9,1
1709473500,9.6,0.9199999999999999,1
1709473800,9.7,0.9399999999999998,1
1709474100,9.8,0.9600000000000002,1
1709474400,9.9,0.9800000000000001,1
1709474700,10.0,1.0,1
1709475000,10.1,1.0,1
1709475300,10.2,1.0,1
1709475600,10.3,1.0,1
1709475900,10.4,1.0,1
1709476200,10.5,1.0,1
1709476500,10.6,1.0,1
1709476800,10.7,1.0,1
1709477100,10.8,1.0,1
1709477400,10.9,1.0,1
1709477700,11.0,1.0,1
1709478000,5.205474150804509,0.0,0
1709478300,6.146917763905657,0.0,0
1709478600,9.0,0.8,1
1709478900,9.1,0.82,1
1709479200,9.2,0.8399999999999999,1
1709479500,9.3,0.8600000000000001,1
1709479800,9.4,0.8800000000000001,1
1709480100,9.5,0.9,1
1709480400,9.6,0.9199999999999999,1
1709480700,9.7,0.9399999999999998,1
1709481000,9.8,0.9600000000000002,1
1709481300,9.9,0.9800000000000001,1
1709481600,10.0,1.0,1
1709481900,10.1,1.0,1
1709482200,10.2,1.0,1
1709482500,10.3,1.0,1
1709482800,10.4,1.0,1
1709483100,10.5,1.0,1
1709483400,10.6,1.0,1
1709483700,10.7,1.0,1
1709484000,10.8,1.0,1
1709484300,10.9,1.0,1
1709484600,11.0,1.0,1
1709484900,11.1,1.0,1
1709485200,11.2,1.0,1
1709485500,11.3,1.0,1
1709485800,11.4,1.0,1
1709486100,11.5,1.0,1
1709486400,11.6,1.0,1
1709486700,4.613434891899232,0.0,0
1709487000,5.813582231184915,0.0,0
1709487300,4.490887580367252,0.0,0
1709487600,4.438252983033227,0.0,0
1709487900,-1.0,1.0,1
1709488200,-1.1,1.0,1
1709488500,-1.2,1.0,1
1709488800,-1.3,1.0,1
1709489100,-1.4,1.0,1
1709489400,-1.5,1.0,1
1709489700,-1.6,1.0,1
1709490000,-1.7000000000000002,1.0,1
1709490300,-1.8,1.0,1
1709490600,-1.9,1.0,1
1709490900,-2.0,1.0,1
1709491200,-2.1,1.0,1
1709491500,2.913098471818066,0.0,0
1709491800,4.839042162830292,0.0,0
1709492100,4.662044833123782,0.0,0
1709492400,6.523554674726535,0.0,0
